Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
139,106167,I 4/m m m,Th Zn4,Th,Th,1,3,7,Zn4,Zn,4,12,4,Tetragonal,,
139,106213,I 4/m m m,V4 Zn5,V4,V,4,5,4,Zn5,Zn,5,12,4,Tetragonal,,
139,106229,I 4/m m m,Y Zn12,Y,Y,1,3,5,Zn12,Zn,12,12,4,Tetragonal,,
139,97354,I 4/m m m,Yb11 Ge10,Yb11,Yb,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,240131,I 4/m m m,Sr In4,Sr,Sr,1,2,5,In4,In,4,13,5,Tetragonal,,
139,281665,I 4/m m m,Ta Al3,Ta,Ta,1,5,6,Al3,Al,3,13,3,Tetragonal,,
139,98937,I 4/m m m,Ti Ga3,Ti,Ti,1,4,4,Ga3,Ga,3,13,4,Tetragonal,,
139,103960,I 4/m m m,Ga4 Sc4.89,Ga4,Ga,4,13,4,Sc4.89,Sc,4.89,3,4,Tetragonal,,
139,104941,I 4/m m m,Mn Pd3,Mn,Mn,1,7,4,Pd3,Pd,3,10,5,Tetragonal,,
139,106255,I 4/m m m,Al11 Ti5,Al11,Al,11,13,3,Ti5,Ti,5,4,4,Tetragonal,,
139,106259,I 4/m m m,Al3 Zr,Al3,Al,3,13,3,Zr,Zr,1,4,5,Tetragonal,,
139,57380,I 4/m m m,Ag2 Dy,Ag2,Ag,2,11,5,Dy,Dy,1,3,6,Tetragonal,,
139,57738,I 4/m m m,Al3 Dy,Al3,Al,3,13,3,Dy,Dy,1,3,6,Tetragonal,,
139,53059,I 4/m m m,Co O,Co,Co,1,9,4,O,O,1,16,2,Tetragonal,,
139,58189,I 4/m m m,Al3 Ti,Al3,Al,3,13,3,Ti,Ti,1,4,4,Tetragonal,,
139,103164,I 4/m m m,Cu Zr2,Cu,Cu,1,11,4,Zr2,Zr,2,4,5,Tetragonal,,
139,104986,I 4/m m m,Mn12 Th,Mn12,Mn,12,7,4,Th,Th,1,3,7,Tetragonal,,
139,409859,I 4/m m m,Nd2 Sb,Nd2,Nd,2,3,6,Sb,Sb,1,15,5,Tetragonal,,
139,601127,I 4/m m m,Lu11 Ge10,Lu11,Lu,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,601447,I 4/m m m,Al4 Sr,Al4,Al,4,13,3,Sr,Sr,1,2,5,Tetragonal,,
139,602768,I 4/m m m,Sm C2,Sm,Sm,1,3,6,C2,C,2,14,2,Tetragonal,,
139,602769,I 4/m m m,Gd C2,Gd,Gd,1,3,6,C2,C,2,14,2,Tetragonal,,
139,603237,I 4/m m m,Fe12 Sm,Fe12,Fe,12,8,4,Sm,Sm,1,3,6,Tetragonal,,
139,603592,I 4/m m m,Zr Al3,Zr,Zr,1,4,5,Al3,Al,3,13,3,Tetragonal,,
139,604280,I 4/m m m,Zr H2,Zr,Zr,1,4,5,H2,H,2,1,1,Tetragonal,,
139,605329,I 4/m m m,Ag Hf2,Ag,Ag,1,11,5,Hf2,Hf,2,4,6,Tetragonal,,
139,605531,I 4/m m m,Ag2 Lu,Ag2,Ag,2,11,5,Lu,Lu,1,3,6,Tetragonal,,
139,605791,I 4/m m m,Ag2 Sc,Ag2,Ag,2,11,5,Sc,Sc,1,3,4,Tetragonal,,
139,605931,I 4/m m m,Ag Ti2,Ag,Ag,1,11,5,Ti2,Ti,2,4,4,Tetragonal,,
139,605957,I 4/m m m,Ag2 Y,Ag2,Ag,2,11,5,Y,Y,1,3,5,Tetragonal,,
139,605966,I 4/m m m,Ag2 Yb,Ag2,Ag,2,11,5,Yb,Yb,1,3,6,Tetragonal,,
139,605995,I 4/m m m,Ag2 Zr,Ag2,Ag,2,11,5,Zr,Zr,1,4,5,Tetragonal,,
139,606020,I 4/m m m,Al Au2,Al,Al,1,13,3,Au2,Au,2,11,6,Tetragonal,,
139,606140,I 4/m m m,Al4 Ba,Al4,Al,4,13,3,Ba,Ba,1,2,6,Tetragonal,,
139,606298,I 4/m m m,Al4 Ca,Al4,Al,4,13,3,Ca,Ca,1,2,4,Tetragonal,,
139,607445,I 4/m m m,Al4 Eu,Al4,Al,4,13,3,Eu,Eu,1,3,6,Tetragonal,,
139,608064,I 4/m m m,Hf Al3,Hf,Hf,1,4,6,Al3,Al,3,13,3,Tetragonal,,
139,608658,I 4/m m m,Nb Al3,Nb,Nb,1,5,5,Al3,Al,3,13,3,Tetragonal,,
139,608758,I 4/m m m,Al4 Nd,Al4,Al,4,13,3,Nd,Nd,1,3,6,Tetragonal,,
139,608804,I 4/m m m,Ni0.5 Al0.5,Ni0.5,Ni,0.5,10,4,Al0.5,Al,0.5,13,3,Tetragonal,,
139,609088,I 4/m m m,Al4 Pr,Al4,Al,4,13,3,Pr,Pr,1,3,6,Tetragonal,,
139,609226,I 4/m m m,Ru2 Al3,Ru2,Ru,2,8,5,Al3,Al,3,13,3,Tetragonal,,
139,609234,I 4/m m m,Al2 Ru,Al2,Al,2,13,3,Ru,Ru,1,8,5,Tetragonal,,
139,609379,I 4/m m m,Al4 Sm,Al4,Al,4,13,3,Sm,Sm,1,3,6,Tetragonal,,
139,609480,I 4/m m m,Al Tc2,Al,Al,1,13,3,Tc2,Tc,2,7,5,Tetragonal,,
139,609525,I 4/m m m,Ti Al3,Ti,Ti,1,4,4,Al3,Al,3,13,3,Tetragonal,,
139,609613,I 4/m m m,V Al3,V,V,1,5,4,Al3,Al,3,13,3,Tetragonal,,
139,611904,I 4/m m m,Au2 Gd,Au2,Au,2,11,6,Gd,Gd,1,3,6,Tetragonal,,
139,611956,I 4/m m m,Au2 Hf,Au2,Au,2,11,6,Hf,Hf,1,4,6,Tetragonal,,
139,612125,I 4/m m m,Au2 Lu,Au2,Au,2,11,6,Lu,Lu,1,3,6,Tetragonal,,
139,612299,I 4/m m m,Au2 Sc,Au2,Au,2,11,6,Sc,Sc,1,3,4,Tetragonal,,
139,612462,I 4/m m m,Au2 Y,Au2,Au,2,11,6,Y,Y,1,3,5,Tetragonal,,
139,612510,I 4/m m m,Au2 Zr,Au2,Au,2,11,6,Zr,Zr,1,4,5,Tetragonal,,
139,612511,I 4/m m m,Au Zr2,Au,Au,1,11,6,Zr2,Zr,2,4,5,Tetragonal,,
139,615424,I 4/m m m,Sc B12,Sc,Sc,1,3,4,B12,B,12,13,2,Tetragonal,,
139,616175,I 4/m m m,Ba2 Zn,Ba2,Ba,2,2,6,Zn,Zn,1,12,4,Tetragonal,,
139,616202,I 4/m m m,Be12 Co,Be12,Be,12,2,2,Co,Co,1,9,4,Tetragonal,,
139,616264,I 4/m m m,Be12 Fe,Be12,Be,12,2,2,Fe,Fe,1,8,4,Tetragonal,,
139,616329,I 4/m m m,Be12 Mn,Be12,Be,12,2,2,Mn,Mn,1,7,4,Tetragonal,,
139,616353,I 4/m m m,Be12 Nb,Be12,Be,12,2,2,Nb,Nb,1,5,5,Tetragonal,,
139,616426,I 4/m m m,Be12 Ta,Be12,Be,12,2,2,Ta,Ta,1,5,6,Tetragonal,,
139,616454,I 4/m m m,Be12 Ti,Be12,Be,12,2,2,Ti,Ti,1,4,4,Tetragonal,,
139,616492,I 4/m m m,Be12 V,Be12,Be,12,2,2,V,V,1,5,4,Tetragonal,,
139,616498,I 4/m m m,Be12 W,Be12,Be,12,2,2,W,W,1,6,6,Tetragonal,,
139,616555,I 4/m m m,Ce2 Bi,Ce2,Ce,2,3,6,Bi,Bi,1,15,6,Tetragonal,,
139,616647,I 4/m m m,Eu11 Bi10,Eu11,Eu,11,3,6,Bi10,Bi,10,15,6,Tetragonal,,
139,616761,I 4/m m m,La2 Bi,La2,La,2,3,6,Bi,Bi,1,15,6,Tetragonal,,
139,616862,I 4/m m m,Nd2 Bi,Nd2,Nd,2,3,6,Bi,Bi,1,15,6,Tetragonal,,
139,616975,I 4/m m m,Pr2 Bi,Pr2,Pr,2,3,6,Bi,Bi,1,15,6,Tetragonal,,
139,617225,I 4/m m m,Bi Ti2,Bi,Bi,1,15,6,Ti2,Ti,2,4,4,Tetragonal,,
139,617694,I 4/m m m,Eu C2,Eu,Eu,1,3,6,C2,C,2,14,2,Tetragonal,,
139,618625,I 4/m m m,Pa C2,Pa,Pa,1,3,7,C2,C,2,14,2,Tetragonal,,
139,619965,I 4/m m m,Cd Hf2,Cd,Cd,1,12,5,Hf2,Hf,2,4,6,Tetragonal,,
139,620613,I 4/m m m,Cd Zr2,Cd,Cd,1,12,5,Zr2,Zr,2,4,5,Tetragonal,,
139,621486,I 4/m m m,Ce Mg12,Ce,Ce,1,3,6,Mg12,Mg,12,2,3,Tetragonal,,
139,622227,I 4/m m m,Ce11 Sn10,Ce11,Ce,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,629012,I 4/m m m,Cu2 Sc,Cu2,Cu,2,11,4,Sc,Sc,1,3,4,Tetragonal,,
139,629398,I 4/m m m,Ti2 Cu3,Ti2,Ti,2,4,4,Cu3,Cu,3,11,4,Tetragonal,,
139,630372,I 4/m m m,Dy Zn12,Dy,Dy,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,630596,I 4/m m m,Er11 Ge10,Er11,Er,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,631167,I 4/m m m,Er11 Sn10,Er11,Er,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,635698,I 4/m m m,Zr Ga3,Zr,Zr,1,4,5,Ga3,Ga,3,13,4,Tetragonal,,
139,635719,I 4/m m m,Gd11 Ge10,Gd11,Gd,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,636459,I 4/m m m,Gd11 Sn10,Gd11,Gd,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,636505,I 4/m m m,Gd Zn12,Gd,Gd,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,637833,I 4/m m m,Sc11 Ge10,Sc11,Sc,11,3,4,Ge10,Ge,10,14,4,Tetragonal,,
139,637971,I 4/m m m,Tb11 Ge10,Tb11,Tb,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,638059,I 4/m m m,Tm11 Ge10,Tm11,Tm,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,638116,I 4/m m m,W Ge2,W,W,1,6,6,Ge2,Ge,2,14,4,Tetragonal,,
139,638501,I 4/m m m,Ti D2,Ti,Ti,1,4,4,D2,D,2,1,1,Tetragonal,,
139,638564,I 4/m m m,Hf2 Hg,Hf2,Hf,2,4,6,Hg,Hg,1,12,6,Tetragonal,,
139,638785,I 4/m m m,Hf2 Pt3,Hf2,Hf,2,4,6,Pt3,Pt,3,10,6,Tetragonal,,
139,639016,I 4/m m m,Hf2 Zn,Hf2,Hf,2,4,6,Zn,Zn,1,12,4,Tetragonal,,
139,639754,I 4/m m m,Ho11 Sn10,Ho11,Ho,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,639795,I 4/m m m,Ho Zn12,Ho,Ho,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,640206,I 4/m m m,In1.74 Pb0.26,In1.74,In,1.74,13,5,Pb0.26,Pb,0.26,14,6,Tetragonal,,
139,640566,I 4/m m m,In1.74 Sn0.26,In1.74,In,1.74,13,5,Sn0.26,Sn,0.26,14,5,Tetragonal,,
139,640719,I 4/m m m,Zr In3,Zr,Zr,1,4,5,In3,In,3,13,5,Tetragonal,,
139,642640,I 4/m m m,Lu Zn12,Lu,Lu,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,643339,I 4/m m m,Mn12 Pr,Mn12,Mn,12,7,4,Pr,Pr,1,3,6,Tetragonal,,
139,643767,I 4/m m m,Mn12 Tb,Mn12,Mn,12,7,4,Tb,Tb,1,3,6,Tetragonal,,
139,643844,I 4/m m m,Mn12 Tm,Mn12,Mn,12,7,4,Tm,Tm,1,3,6,Tetragonal,,
139,644553,I 4/m m m,Nb4 N2.62,Nb4,Nb,4,5,5,N2.62,N,2.62,15,2,Tetragonal,,
139,645292,I 4/m m m,Nb Ru,Nb,Nb,1,5,5,Ru,Ru,1,8,5,Tetragonal,,
139,645996,I 4/m m m,Nd11 Sn10,Nd11,Nd,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,647338,I 4/m m m,Rb O2,Rb,Rb,1,1,5,O2,O,2,16,2,Tetragonal,,
139,648386,I 4/m m m,Pr11 Pb10,Pr11,Pr,11,3,6,Pb10,Pb,10,14,6,Tetragonal,,
139,649052,I 4/m m m,Pd2 Ti,Pd2,Pd,2,10,5,Ti,Ti,1,4,4,Tetragonal,,
139,649147,I 4/m m m,Pd2 Zr,Pd2,Pd,2,10,5,Zr,Zr,1,4,5,Tetragonal,,
139,649317,I 4/m m m,Pr2 Sb,Pr2,Pr,2,3,6,Sb,Sb,1,15,5,Tetragonal,,
139,649555,I 4/m m m,Pt3 Sb,Pt3,Pt,3,10,6,Sb,Sb,1,15,5,Tetragonal,,
139,650100,I 4/m m m,Re Si2,Re,Re,1,7,6,Si2,Si,2,14,3,Tetragonal,,
139,650481,I 4/m m m,Rh Ti2,Rh,Rh,1,9,5,Ti2,Ti,2,4,4,Tetragonal,,
139,651564,I 4/m m m,Sm2 Sb,Sm2,Sm,2,3,6,Sb,Sb,1,15,5,Tetragonal,,
139,651753,I 4/m m m,Yb11.7 Sb9.3,Yb11.7,Yb,11.7,3,6,Sb9.3,Sb,9.3,15,5,Tetragonal,,
139,651781,I 4/m m m,Zr2 Sb,Zr2,Zr,2,4,5,Sb,Sb,1,15,5,Tetragonal,,
139,652643,I 4/m m m,Sm11 Sn10,Sm11,Sm,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,652733,I 4/m m m,Tb11 Sn10,Tb11,Tb,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,652807,I 4/m m m,Tm11 Sn10,Tm11,Tm,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,652838,I 4/m m m,Y11 Sn10,Y11,Y,11,3,5,Sn10,Sn,10,14,5,Tetragonal,,
139,652988,I 4/m m m,Tb Zn12,Tb,Tb,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,653304,I 4/m m m,Ti2 Zn,Ti2,Ti,2,4,4,Zn,Zn,1,12,4,Tetragonal,,
139,653354,I 4/m m m,Tm Zn12,Tm,Tm,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,653404,I 4/m m m,Zn5 V4,Zn5,Zn,5,12,4,V4,V,4,5,4,Tetragonal,,
139,653511,I 4/m m m,Zn Zr2,Zn,Zn,1,12,4,Zr2,Zr,2,4,5,Tetragonal,,
139,654562,I 4/m m m,Fe8 N,Fe8,Fe,8,8,4,N,N,1,15,2,Tetragonal,,
139,659813,I 4/m m m,Zr2 D4,Zr2,Zr,2,4,5,D4,D,4,1,1,Tetragonal,,
139,51947,I 4/m m m,In4 K,In4,In,4,13,5,K,K,1,1,4,Tetragonal,,
139,51964,I 4/m m m,In1.7 Li0.3,In1.7,In,1.7,13,5,Li0.3,Li,0.3,1,2,Tetragonal,,
139,51973,I 4/m m m,In Mg,In,In,1,13,5,Mg,Mg,1,2,3,Tetragonal,,
139,51981,I 4/m m m,In0.96 Mg0.04,In0.96,In,0.96,13,5,Mg0.04,Mg,0.04,2,3,Tetragonal,,
139,59466,I 4/m m m,In0.9 Pb0.1,In0.9,In,0.9,13,5,Pb0.1,Pb,0.1,14,6,Tetragonal,,
139,59468,I 4/m m m,In0.85 Pb0.15,In0.85,In,0.85,13,5,Pb0.15,Pb,0.15,14,6,Tetragonal,,
139,59477,I 4/m m m,In0.25 Pd0.75,In0.25,In,0.25,13,5,Pd0.75,Pd,0.75,10,5,Tetragonal,,
139,59509,I 4/m m m,In Pu,In,In,1,13,5,Pu,Pu,1,3,7,Tetragonal,,
139,59514,I 4/m m m,In4 Rb,In4,In,4,13,5,Rb,Rb,1,1,5,Tetragonal,,
139,59536,I 4/m m m,In0.75 Sn0.25,In0.75,In,0.75,13,5,Sn0.25,Sn,0.25,14,5,Tetragonal,,
139,59558,I 4/m m m,In0.8 Tl0.2,In0.8,In,0.8,13,5,Tl0.2,Tl,0.2,13,6,Tetragonal,,
139,59578,I 4/m m m,In3 Zr,In3,In,3,13,5,Zr,Zr,1,4,5,Tetragonal,,
139,170577,I 4/m m m,Ti2 Sb,Ti2,Ti,2,4,4,Sb,Sb,1,15,5,Tetragonal,,
139,170782,I 4/m m m,Sr Ga4,Sr,Sr,1,2,5,Ga4,Ga,4,13,4,Tetragonal,,
139,108012,I 4/m m m,Au0.5 Ta0.5,Au0.5,Au,0.5,11,6,Ta0.5,Ta,0.5,5,6,Tetragonal,,
139,108515,I 4/m m m,Ge0.45 Mn1.55,Ge0.45,Ge,0.45,14,4,Mn1.55,Mn,1.55,7,4,Tetragonal,,
139,42901,I 4/m m m,Th C2,Th,Th,1,3,7,C2,C,2,14,2,Tetragonal,,
139,109312,I 4/m m m,Be12 Au,Be12,Be,12,2,2,Au,Au,1,11,6,Tetragonal,,
139,109313,I 4/m m m,Be12 Ag,Be12,Be,12,2,2,Ag,Ag,1,11,5,Tetragonal,,
139,109314,I 4/m m m,Be12 Pd,Be12,Be,12,2,2,Pd,Pd,1,10,5,Tetragonal,,
139,109315,I 4/m m m,Be12 Pt,Be12,Be,12,2,2,Pt,Pt,1,10,6,Tetragonal,,
139,54254,I 4/m m m,Mg2 Rh,Mg2,Mg,2,2,3,Rh,Rh,1,9,5,Tetragonal,,
139,54369,I 4/m m m,Mn0.88 Pd2.87,Mn0.88,Mn,0.88,7,4,Pd2.87,Pd,2.87,10,5,Tetragonal,,
139,54370,I 4/m m m,Mn0.9 Pd2.9,Mn0.9,Mn,0.9,7,4,Pd2.9,Pd,2.9,10,5,Tetragonal,,
139,54371,I 4/m m m,Mn0.88 Pd2.88,Mn0.88,Mn,0.88,7,4,Pd2.88,Pd,2.88,10,5,Tetragonal,,
139,54372,I 4/m m m,Mn0.89 Pd2.89,Mn0.89,Mn,0.89,7,4,Pd2.89,Pd,2.89,10,5,Tetragonal,,
139,54403,I 4/m m m,Nb3 Au2,Nb3,Nb,3,5,5,Au2,Au,2,11,6,Tetragonal,,
139,150228,I 4/m m m,Mg Pd3,Mg,Mg,1,2,3,Pd3,Pd,3,10,5,Tetragonal,,
139,150507,I 4/m m m,Pr Al4,Pr,Pr,1,3,6,Al4,Al,4,13,3,Tetragonal,,
139,150508,I 4/m m m,Nd Al4,Nd,Nd,1,3,6,Al4,Al,4,13,3,Tetragonal,,
139,150581,I 4/m m m,Au2 Be,Au2,Au,2,11,6,Be,Be,1,2,2,Tetragonal,,
139,150599,I 4/m m m,Cr Be12,Cr,Cr,1,6,4,Be12,Be,12,2,2,Tetragonal,,
139,150600,I 4/m m m,V Be12,V,V,1,5,4,Be12,Be,12,2,2,Tetragonal,,
139,150601,I 4/m m m,Nb Be12,Nb,Nb,1,5,5,Be12,Be,12,2,2,Tetragonal,,
139,150637,I 4/m m m,Dy Ag2,Dy,Dy,1,3,6,Ag2,Ag,2,11,5,Tetragonal,,
139,370026,I 4/m m m,Rb2 In3,Rb2,Rb,2,1,5,In3,In,3,13,5,Tetragonal,,
139,151846,I 4/m m m,Zr2 Cu,Zr2,Zr,2,4,5,Cu,Cu,1,11,4,Tetragonal,,
139,155990,I 4/m m m,Ru Zn3,Ru,Ru,1,8,5,Zn3,Zn,3,12,4,Tetragonal,,
139,157744,I 4/m m m,Si O2,Si,Si,1,14,3,O2,O,2,16,2,Tetragonal,,
139,160496,I 4/m m m,K2 Ga3,K2,K,2,1,4,Ga3,Ga,3,13,4,Tetragonal,,
139,164763,I 4/m m m,Mo3 Sb7,Mo3,Mo,3,6,5,Sb7,Sb,7,15,5,Tetragonal,,
139,167845,I 4/m m m,Cu2 N0.667,Cu2,Cu,2,11,4,N0.667,N,0.667,15,2,Tetragonal,,
139,169020,I 4/m m m,Y In,Y,Y,1,3,5,In,In,1,13,5,Tetragonal,,
139,180978,I 4/m m m,Pt8 V,Pt8,Pt,8,10,6,V,V,1,5,4,Tetragonal,,
139,188740,I 4/m m m,Yb11 Bi10,Yb11,Yb,11,3,6,Bi10,Bi,10,15,6,Tetragonal,,
139,425968,I 4/m m m,Eu Al4,Eu,Eu,1,3,6,Al4,Al,4,13,3,Tetragonal,,
139,190093,I 4/m m m,Y Ag2,Y,Y,1,3,5,Ag2,Ag,2,11,5,Tetragonal,,
139,420250,I 4/m m m,In Pd3,In,In,1,13,5,Pd3,Pd,3,10,5,Tetragonal,,
139,247272,I 4/m m m,Tl Pd3,Tl,Tl,1,13,6,Pd3,Pd,3,10,5,Tetragonal,,
139,106932,I 4/m m m,Mn N,Mn,Mn,1,7,4,N,N,1,15,2,Tetragonal,,
139,107431,I 4/m m m,Pd B0.19,Pd,Pd,1,10,5,B0.19,B,0.19,13,2,Tetragonal,,
139,107607,I 4/m m m,Yb Ga5,Yb,Yb,1,3,6,Ga5,Ga,5,13,4,Tetragonal,,
139,107609,I 4/m m m,Be Pd2,Be,Be,1,2,2,Pd2,Pd,2,10,5,Tetragonal,,
139,55548,I 4/m m m,Mg Er2,Mg,Mg,1,2,3,Er2,Er,2,3,6,Tetragonal,,
139,55549,I 4/m m m,Mg Tb2,Mg,Mg,1,2,3,Tb2,Tb,2,3,6,Tetragonal,,
139,421388,I 4/m m m,C60 Rb4,C60,C,60,14,2,Rb4,Rb,4,1,5,Tetragonal,,
139,710066,I 4/m m m,Yb Si3,Yb,Yb,1,3,6,Si3,Si,3,14,3,Tetragonal,,
139,710068,I 4/m m m,Ho Si3,Ho,Ho,1,3,6,Si3,Si,3,14,3,Tetragonal,,
139,423419,I 4/m m m,La11 Sn10,La11,La,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,423721,I 4/m m m,Ca N2,Ca,Ca,1,2,4,N2,N,2,15,2,Tetragonal,,
139,262736,I 4/m m m,Ca Ge3,Ca,Ca,1,2,4,Ge3,Ge,3,14,4,Tetragonal,,
139,263004,I 4/m m m,Ca Si3,Ca,Ca,1,2,4,Si3,Si,3,14,3,Tetragonal,,
139,263005,I 4/m m m,Y Si3,Y,Y,1,3,5,Si3,Si,3,14,3,Tetragonal,,
139,263006,I 4/m m m,Lu Si3,Lu,Lu,1,3,6,Si3,Si,3,14,3,Tetragonal,,
139,414231,I 4/m m m,Ca In,Ca,Ca,1,2,4,In,In,1,13,5,Tetragonal,,
139,414233,I 4/m m m,Rb In4,Rb,Rb,1,1,5,In4,In,4,13,5,Tetragonal,,
139,425425,I 4/m m m,Lu11 Sn10,Lu11,Lu,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,251818,I 4/m m m,Th Pt2,Th,Th,1,3,7,Pt2,Pt,2,10,6,Tetragonal,,
139,251871,I 4/m m m,Sr Ge3,Sr,Sr,1,2,5,Ge3,Ge,3,14,4,Tetragonal,,
139,239561,I 4/m m m,Ba Ge3,Ba,Ba,1,2,6,Ge3,Ge,3,14,4,Tetragonal,,
139,71499,I 4/m m m,Cr Si2,Cr,Cr,1,6,4,Si2,Si,2,14,3,Tetragonal,,t
139,96133,I 4/m m m,La F3,La,La,1,3,6,F3,F,3,17,2,Tetragonal,,t
139,99787,I 4/m m m,Fe3 Pt,Fe3,Fe,3,8,4,Pt,Pt,1,10,6,Tetragonal,,t
139,163152,I 4/m m m,Hf2 Ag,Hf2,Hf,2,4,6,Ag,Ag,1,11,5,Tetragonal,,t
139,163153,I 4/m m m,Zr2 Ag,Zr2,Zr,2,4,5,Ag,Ag,1,11,5,Tetragonal,,t
139,163456,I 4/m m m,Ti2 Pd,Ti2,Ti,2,4,4,Pd,Pd,1,10,5,Tetragonal,,t
139,167652,I 4/m m m,Ti Pd2,Ti,Ti,1,4,4,Pd2,Pd,2,10,5,Tetragonal,,t
139,168236,I 4/m m m,Y Fe12,Y,Y,1,3,5,Fe12,Fe,12,8,4,Tetragonal,,t
139,168287,I 4/m m m,Hf2 Tl,Hf2,Hf,2,4,6,Tl,Tl,1,13,6,Tetragonal,,t
139,168409,I 4/m m m,Ba Si2,Ba,Ba,1,2,6,Si2,Si,2,14,3,Tetragonal,,t
139,168466,I 4/m m m,La Mg12,La,La,1,3,6,Mg12,Mg,12,2,3,Tetragonal,,t
139,181490,I 4/m m m,Ir C2,Ir,Ir,1,9,6,C2,C,2,14,2,Tetragonal,,t
139,181504,I 4/m m m,Ti S2,Ti,Ti,1,4,4,S2,S,2,16,3,Tetragonal,,t
139,184661,I 4/m m m,Re C2,Re,Re,1,7,6,C2,C,2,14,2,Tetragonal,,t
139,187682,I 4/m m m,La H2.25,La,La,1,3,6,H2.25,H,2.25,1,1,Tetragonal,,t
139,188238,I 4/m m m,Nb3 Ni,Nb3,Nb,3,5,5,Ni,Ni,1,10,4,Tetragonal,,t
139,188239,I 4/m m m,Nb3 Fe,Nb3,Nb,3,5,5,Fe,Fe,1,8,4,Tetragonal,,t
139,188240,I 4/m m m,Nb3 Cr,Nb3,Nb,3,5,5,Cr,Cr,1,6,4,Tetragonal,,t
139,188241,I 4/m m m,Ni3 Nb,Ni3,Ni,3,10,4,Nb,Nb,1,5,5,Tetragonal,,t
139,188242,I 4/m m m,Ni3 Fe,Ni3,Ni,3,10,4,Fe,Fe,1,8,4,Tetragonal,,t
139,188243,I 4/m m m,Ni3 Cr,Ni3,Ni,3,10,4,Cr,Cr,1,6,4,Tetragonal,,t
139,188244,I 4/m m m,Fe3 Nb,Fe3,Fe,3,8,4,Nb,Nb,1,5,5,Tetragonal,,t
139,188245,I 4/m m m,Fe3 Ni,Fe3,Fe,3,8,4,Ni,Ni,1,10,4,Tetragonal,,t
139,188246,I 4/m m m,Fe3 Cr,Fe3,Fe,3,8,4,Cr,Cr,1,6,4,Tetragonal,,t
139,188247,I 4/m m m,Cr3 Nb,Cr3,Cr,3,6,4,Nb,Nb,1,5,5,Tetragonal,,t
139,188248,I 4/m m m,Cr3 Ni,Cr3,Cr,3,6,4,Ni,Ni,1,10,4,Tetragonal,,t
139,188249,I 4/m m m,Cr3 Fe,Cr3,Cr,3,6,4,Fe,Fe,1,8,4,Tetragonal,,t
139,189288,I 4/m m m,Ce O2,Ce,Ce,1,3,6,O2,O,2,16,2,Tetragonal,,t
139,247449,I 4/m m m,Sc Al3,Sc,Sc,1,3,4,Al3,Al,3,13,3,Tetragonal,,t
139,237035,I 4/m m m,Nb S2,Nb,Nb,1,5,5,S2,S,2,16,3,Tetragonal,,t
139,670136,I 4/m m m,Nb Ga3,Nb,Nb,1,5,5,Ga3,Ga,3,13,4,Tetragonal,,t
139,670137,I 4/m m m,Mo Ga3,Mo,Mo,1,6,5,Ga3,Ga,3,13,4,Tetragonal,,t
139,670313,I 4/m m m,Cs Xe2,Cs,Cs,1,1,6,Xe2,Xe,2,18,5,Tetragonal,,t
139,670316,I 4/m m m,Cs3 Xe,Cs3,Cs,3,1,6,Xe,Xe,1,18,5,Tetragonal,,t
139,670318,I 4/m m m,Cs Xe3,Cs,Cs,1,1,6,Xe3,Xe,3,18,5,Tetragonal,,t
139,670325,I 4/m m m,Mg2 Xe,Mg2,Mg,2,2,3,Xe,Xe,1,18,5,Tetragonal,,t
139,670326,I 4/m m m,Mg3 Ar2,Mg3,Mg,3,2,3,Ar2,Ar,2,18,3,Tetragonal,,t
139,670329,I 4/m m m,Mg3 Xe2,Mg3,Mg,3,2,3,Xe2,Xe,2,18,5,Tetragonal,,t
139,670332,I 4/m m m,Mg5 Xe2,Mg5,Mg,5,2,3,Xe2,Xe,2,18,5,Tetragonal,,t
139,670532,I 4/m m m,Zr2 Ni,Zr2,Zr,2,4,5,Ni,Ni,1,10,4,Tetragonal,,t
139,670597,I 4/m m m,Al Y,Al,Al,1,13,3,Y,Y,1,3,5,Tetragonal,,t
