Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
136,670931,P 42/m n m,O2 Si,O2,O,2,16,2,Si,Si,1,14,3,Tetragonal,,t
136,671034,P 42/m n m,Mo2 Ni,Mo2,Mo,2,6,5,Ni,Ni,1,10,4,Tetragonal,,t
136,671332,P 42/m n m,Mg2 C,Mg2,Mg,2,2,3,C,C,1,14,2,Tetragonal,,t
137,9804,P 42/n m c S,V N0.81,V,V,1,5,4,N0.81,N,0.81,15,2,Tetragonal,,
137,16950,P 42/n m c S,H2 O,H2,H,2,1,1,O,O,1,16,2,Tetragonal,,
137,22241,P 42/n m c Z,Hg I2,Hg,Hg,1,12,6,I2,I,2,17,5,Tetragonal,,
137,23245,P 42/n m c S,Cd3 As2,Cd3,Cd,3,12,5,As2,As,2,15,4,Tetragonal,,
137,27872,P 42/n m c S,B4 Cl4,B4,B,4,13,2,Cl4,Cl,4,17,3,Tetragonal,,
137,39595,P 42/n m c Z,Nb4 O5,Nb4,Nb,4,5,5,O5,O,5,16,2,Tetragonal,,
137,66781,P 42/n m c Z,Zr O2,Zr,Zr,1,4,5,O2,O,2,16,2,Tetragonal,,
137,72700,P 42/n m c Z,Zr0.94 O2,Zr0.94,Zr,0.94,4,5,O2,O,2,16,2,Tetragonal,,
137,70014,P 42/n m c Z,Zr O1.99,Zr,Zr,1,4,5,O1.99,O,1.99,16,2,Tetragonal,,
137,70015,P 42/n m c Z,Zr O1.88,Zr,Zr,1,4,5,O1.88,O,1.88,16,2,Tetragonal,,
137,72949,P 42/n m c Z,Zr O1.95,Zr,Zr,1,4,5,O1.95,O,1.95,16,2,Tetragonal,,
137,72951,P 42/n m c Z,Zr O1.96,Zr,Zr,1,4,5,O1.96,O,1.96,16,2,Tetragonal,,
137,72952,P 42/n m c Z,Zr O1.97,Zr,Zr,1,4,5,O1.97,O,1.97,16,2,Tetragonal,,
137,72953,P 42/n m c Z,Zr O1.98,Zr,Zr,1,4,5,O1.98,O,1.98,16,2,Tetragonal,,
137,201702,P 42/n m c Z,D2 O,D2,D,2,1,1,O,O,1,16,2,Tetragonal,,
137,44091,P 42/n m c S,Zn3 As2,Zn3,Zn,3,12,4,As2,As,2,15,4,Tetragonal,,
137,90900,P 42/n m c Z,Tl Te,Tl,Tl,1,13,6,Te,Te,1,16,5,Tetragonal,,
137,77869,P 42/n m c Z,Cd3 P2,Cd3,Cd,3,12,5,P2,P,2,15,3,Tetragonal,,
137,77859,P 42/n m c Z,Zn3 P2,Zn3,Zn,3,12,4,P2,P,2,15,3,Tetragonal,,
137,26152,P 42/n m c S,Zn Cl2,Zn,Zn,1,12,4,Cl2,Cl,2,17,3,Tetragonal,,
137,72702,P 42/n m c Z,Zr0.946 O2,Zr0.946,Zr,0.946,4,5,O2,O,2,16,2,Tetragonal,,
137,72703,P 42/n m c Z,Zr0.942 O2,Zr0.942,Zr,0.942,4,5,O2,O,2,16,2,Tetragonal,,
137,72704,P 42/n m c Z,Zr0.952 O2,Zr0.952,Zr,0.952,4,5,O2,O,2,16,2,Tetragonal,,
137,72705,P 42/n m c Z,Zr0.958 O2,Zr0.958,Zr,0.958,4,5,O2,O,2,16,2,Tetragonal,,
137,72706,P 42/n m c Z,Zr0.95 O2,Zr0.95,Zr,0.95,4,5,O2,O,2,16,2,Tetragonal,,
137,99744,P 42/n m c Z,Zr0.88 O1.78,Zr0.88,Zr,0.88,4,5,O1.78,O,1.78,16,2,Tetragonal,,
137,617096,P 42/n m c Z,Bi2 Se3,Bi2,Bi,2,15,6,Se3,Se,3,16,4,Tetragonal,,
137,173966,P 42/n m c S,Hf O2,Hf,Hf,1,4,6,O2,O,2,16,2,Tetragonal,,
137,150213,P 42/n m c S,Mn101.5 Ga162.5,Mn101.5,Mn,101.5,7,4,Ga162.5,Ga,162.5,13,4,Tetragonal,,
137,106858,P 42/n m c S,In11.76 Na7,In11.76,In,11.76,13,5,Na7,Na,7,1,3,Tetragonal,,
137,241170,P 42/n m c Z,Hg2 I4,Hg2,Hg,2,12,6,I4,I,4,17,5,Tetragonal,,
137,250760,P 42/n m c Z,Np2 Se5,Np2,Np,2,3,7,Se5,Se,5,16,4,Tetragonal,,
137,425582,P 42/n m c Z,Ge S2,Ge,Ge,1,14,4,S2,S,2,16,3,Tetragonal,,
138,2050,P 42/n c m Z,Au6 Sm,Au6,Au,6,11,6,Sm,Sm,1,3,6,Tetragonal,,
138,24619,P 42/n c m Z,Au I,Au,Au,1,11,6,I,I,1,17,5,Tetragonal,,
138,74985,P 42/n c m Z,Mn4 B4,Mn4,Mn,4,7,4,B4,B,4,13,2,Tetragonal,,
138,200287,P 42/n c m Z,Au Br,Au,Au,1,11,6,Br,Br,1,17,4,Tetragonal,,
138,77655,P 42/n c m S,V O2,V,V,1,5,4,O2,O,2,16,2,Tetragonal,,
138,611790,P 42/n c m Z,Dy Au6,Dy,Dy,1,3,6,Au6,Au,6,11,6,Tetragonal,,
138,611915,P 42/n c m Z,Gd Au6,Gd,Gd,1,3,6,Au6,Au,6,11,6,Tetragonal,,
138,611991,P 42/n c m Z,Ho Au6,Ho,Ho,1,3,6,Au6,Au,6,11,6,Tetragonal,,
138,612336,P 42/n c m Z,Sm Au6,Sm,Sm,1,3,6,Au6,Au,6,11,6,Tetragonal,,
138,612383,P 42/n c m Z,Tb Au6,Tb,Tb,1,3,6,Au6,Au,6,11,6,Tetragonal,,
139,433,I 4/m m m,Ca11 Sb10,Ca11,Ca,11,2,4,Sb10,Sb,10,15,5,Tetragonal,,
139,434,I 4/m m m,Ca11 Bi10,Ca11,Ca,11,2,4,Bi10,Bi,10,15,6,Tetragonal,,
139,2141,I 4/m m m,Ba2 Bi,Ba2,Ba,2,2,6,Bi,Bi,1,15,6,Tetragonal,,
139,8152,I 4/m m m,Eu11 Sb10,Eu11,Eu,11,3,6,Sb10,Sb,10,15,5,Tetragonal,,
139,9978,I 4/m m m,Ge2 W,Ge2,Ge,2,14,4,W,W,1,6,6,Tetragonal,,
139,10442,I 4/m m m,La2 Sb,La2,La,2,3,6,Sb,Sb,1,15,5,Tetragonal,,
139,15807,I 4/m m m,Cu Ti2,Cu,Cu,1,11,4,Ti2,Ti,2,4,4,Tetragonal,,
139,16794,I 4/m m m,Sn F4,Sn,Sn,1,14,5,F4,F,4,17,2,Tetragonal,,
139,16795,I 4/m m m,Pb F4,Pb,Pb,1,14,6,F4,F,4,17,2,Tetragonal,,
139,17022,I 4/m m m,Ce C2,Ce,Ce,1,3,6,C2,C,2,14,2,Tetragonal,,
139,17023,I 4/m m m,Pr C2,Pr,Pr,1,3,6,C2,C,2,14,2,Tetragonal,,
139,17024,I 4/m m m,Nd C2,Nd,Nd,1,3,6,C2,C,2,14,2,Tetragonal,,
139,17026,I 4/m m m,Ho C2,Ho,Ho,1,3,6,C2,C,2,14,2,Tetragonal,,
139,17027,I 4/m m m,Nb2 O5,Nb2,Nb,2,5,5,O5,O,5,16,2,Tetragonal,,
139,23227,I 4/m m m,Ga5 Mg2,Ga5,Ga,5,13,4,Mg2,Mg,2,2,3,Tetragonal,,
139,23685,I 4/m m m,Yb C2,Yb,Yb,1,3,6,C2,C,2,14,2,Tetragonal,,
139,23687,I 4/m m m,Tm C2,Tm,Tm,1,3,6,C2,C,2,14,2,Tetragonal,,
139,23689,I 4/m m m,Er C2,Er,Er,1,3,6,C2,C,2,14,2,Tetragonal,,
139,23719,I 4/m m m,Hg2 F2,Hg2,Hg,2,12,6,F2,F,2,17,2,Tetragonal,,
139,23949,I 4/m m m,Nb F4,Nb,Nb,1,5,5,F4,F,4,17,2,Tetragonal,,
139,24248,I 4/m m m,Ba O2,Ba,Ba,1,2,6,O2,O,2,16,2,Tetragonal,,
139,24249,I 4/m m m,Sr O2,Sr,Sr,1,2,5,O2,O,2,16,2,Tetragonal,,
139,26237,I 4/m m m,Yb11 Sb10,Yb11,Yb,11,3,6,Sb10,Sb,10,15,5,Tetragonal,,
139,26446,I 4/m m m,Nb N0.801,Nb,Nb,1,5,5,N0.801,N,0.801,15,2,Tetragonal,,
139,26587,I 4/m m m,La C2,La,La,1,3,6,C2,C,2,14,2,Tetragonal,,
139,26625,I 4/m m m,Xe F2,Xe,Xe,1,18,5,F2,F,2,17,2,Tetragonal,,
139,26821,I 4/m m m,Y Mn12,Y,Y,1,3,5,Mn12,Mn,12,7,4,Tetragonal,,
139,26822,I 4/m m m,Nd Mn12,Nd,Nd,1,3,6,Mn12,Mn,12,7,4,Tetragonal,,
139,26823,I 4/m m m,Gd Mn12,Gd,Gd,1,3,6,Mn12,Mn,12,7,4,Tetragonal,,
139,26824,I 4/m m m,Dy Mn12,Dy,Dy,1,3,6,Mn12,Mn,12,7,4,Tetragonal,,
139,26825,I 4/m m m,Ho Mn12,Ho,Ho,1,3,6,Mn12,Mn,12,7,4,Tetragonal,,
139,26826,I 4/m m m,Er Mn12,Er,Er,1,3,6,Mn12,Mn,12,7,4,Tetragonal,,
139,26869,I 4/m m m,W Si2,W,W,1,6,6,Si2,Si,2,14,3,Tetragonal,,
139,23720,I 4/m m m,Hg2 Cl2,Hg2,Hg,2,12,6,Cl2,Cl,2,17,3,Tetragonal,,
139,23721,I 4/m m m,Hg2 Br2,Hg2,Hg,2,12,6,Br2,Br,2,17,4,Tetragonal,,
139,20275,F 4/m m m,Ca O2,Ca,Ca,1,2,4,O2,O,2,16,2,Tetragonal,,
139,30083,I 4/m m m,Ba2 Cd,Ba2,Ba,2,2,6,Cd,Cd,1,12,5,Tetragonal,,
139,30084,I 4/m m m,Ba2 Hg,Ba2,Ba,2,2,6,Hg,Hg,1,12,6,Tetragonal,,
139,30234,I 4/m m m,Rh Sn2,Rh,Rh,1,9,5,Sn2,Sn,2,14,5,Tetragonal,,
139,30359,I 4/m m m,Bi2 O2.7,Bi2,Bi,2,15,6,O2.7,O,2.7,16,2,Tetragonal,,
139,30415,I 4/m m m,V O0.532,V,V,1,5,4,O0.532,O,0.532,16,2,Tetragonal,,
139,31909,I 4/m m m,Fe N0.056,Fe,Fe,1,8,4,N0.056,N,0.056,15,2,Tetragonal,,
139,31910,I 4/m m m,Fe N0.0760,Fe,Fe,1,8,4,N0.0760,N,0.076,15,2,Tetragonal,,
139,31911,I 4/m m m,Fe N0.0880,Fe,Fe,1,8,4,N0.0880,N,0.088,15,2,Tetragonal,,
139,31912,I 4/m m m,Fe N0.0897,Fe,Fe,1,8,4,N0.0897,N,0.0897,15,2,Tetragonal,,
139,31913,I 4/m m m,Fe N0.0935,Fe,Fe,1,8,4,N0.0935,N,0.0935,15,2,Tetragonal,,
139,31914,I 4/m m m,Fe N0.0939,Fe,Fe,1,8,4,N0.0939,N,0.0939,15,2,Tetragonal,,
139,31915,I 4/m m m,Fe N0.0950,Fe,Fe,1,8,4,N0.0950,N,0.095,15,2,Tetragonal,,
139,38138,F 4/m m m,K O2,K,K,1,1,4,O2,O,2,16,2,Tetragonal,,
139,38247,I 4/m m m,Cs O2,Cs,Cs,1,1,6,O2,O,2,16,2,Tetragonal,,
139,37366,I 4/m m m,Bi2 O2.3,Bi2,Bi,2,15,6,O2.3,O,2.3,16,2,Tetragonal,,
139,36189,I 4/m m m,Hg2 I2,Hg2,Hg,2,12,6,I2,I,2,17,5,Tetragonal,,
139,40075,I 4/m m m,Nb N0.58,Nb,Nb,1,5,5,N0.58,N,0.58,15,2,Tetragonal,,
139,41587,I 4/m m m,La D2.25,La,La,1,3,6,D2.25,D,2.25,1,1,Tetragonal,,
139,41617,I 4/m m m,Pd O,Pd,Pd,1,10,5,O,O,1,16,2,Tetragonal,,
139,68344,I 4/m m m,Mo Si2,Mo,Mo,1,6,5,Si2,Si,2,14,3,Tetragonal,,
139,66881,I 4/m m m,K4 C60,K4,K,4,1,4,C60,C,60,14,2,Tetragonal,,
139,72190,I 4/m m m,Nd I2,Nd,Nd,1,3,6,I2,I,2,17,5,Tetragonal,,
139,72191,I 4/m m m,La I2,La,La,1,3,6,I2,I,2,17,5,Tetragonal,,
139,71638,F 4/m m m,Mn3 N2,Mn3,Mn,3,7,4,N2,N,2,15,2,Tetragonal,,
139,74665,I 4/m m m,Ca C2,Ca,Ca,1,2,4,C2,C,2,14,2,Tetragonal,,
139,74671,I 4/m m m,Lu C2,Lu,Lu,1,3,6,C2,C,2,14,2,Tetragonal,,
139,74967,I 4/m m m,Sr O1.95,Sr,Sr,1,2,5,O1.95,O,1.95,16,2,Tetragonal,,
139,75936,I 4/m m m,Hf3 Te2,Hf3,Hf,3,4,6,Te2,Te,2,16,5,Tetragonal,,
139,80965,I 4/m m m,Tb D2.232,Tb,Tb,1,3,6,D2.232,D,2.232,1,1,Tetragonal,,
139,81561,I 4/m m m,U Si1.0147,U,U,1,3,7,Si1.0147,Si,1.0147,14,3,Tetragonal,,
139,41836,I 4/m m m,Sr2 Bi,Sr2,Sr,2,2,5,Bi,Bi,1,15,6,Tetragonal,,
139,41837,I 4/m m m,Ba2 Sb,Ba2,Ba,2,2,6,Sb,Sb,1,15,5,Tetragonal,,
139,42119,I 4/m m m,Sr2 Sb,Sr2,Sr,2,2,5,Sb,Sb,1,15,5,Tetragonal,,
139,42135,I 4/m m m,Ca2 Sb,Ca2,Ca,2,2,4,Sb,Sb,1,15,5,Tetragonal,,
139,42136,I 4/m m m,Ca2 Bi,Ca2,Ca,2,2,4,Bi,Bi,1,15,6,Tetragonal,,
139,42472,I 4/m m m,Ge Sb,Ge,Ge,1,14,4,Sb,Sb,1,15,5,Tetragonal,,
139,42896,I 4/m m m,Dy C2,Dy,Dy,1,3,6,C2,C,2,14,2,Tetragonal,,
139,43052,I 4/m m m,Ho11 Ge10,Ho11,Ho,11,3,6,Ge10,Ge,10,14,4,Tetragonal,,
139,43537,I 4/m m m,Ta2 D,Ta2,Ta,2,5,6,D,D,1,1,1,Tetragonal,,
139,44066,I 4/m m m,Sr2 As,Sr2,Sr,2,2,5,As,As,1,15,4,Tetragonal,,
139,410316,I 4/m m m,Sr C2,Sr,Sr,1,2,5,C2,C,2,14,2,Tetragonal,,
139,42357,I 4/m m m,Ca2 As,Ca2,Ca,2,2,4,As,As,1,15,4,Tetragonal,,
139,42358,I 4/m m m,Ba2 As,Ba2,Ba,2,2,6,As,As,1,15,4,Tetragonal,,
139,44745,I 4/m m m,Hf D1.983,Hf,Hf,1,4,6,D1.983,D,1.983,1,1,Tetragonal,,
139,44750,I 4/m m m,Ta H0.5,Ta,Ta,1,5,6,H0.5,H,0.5,1,1,Tetragonal,,
139,76026,F 4/m m m,Nb P0.95,Nb,Nb,1,5,5,P0.95,P,0.95,15,3,Tetragonal,,
139,76139,I 4/m m m,Mo Ge2,Mo,Mo,1,6,5,Ge2,Ge,2,14,4,Tetragonal,,
139,76389,I 4/m m m,Nb4 N3,Nb4,Nb,4,5,5,N3,N,3,15,2,Tetragonal,,
139,87269,I 4/m m m,Nb N0.85,Nb,Nb,1,5,5,N0.85,N,0.85,15,2,Tetragonal,,
139,76636,I 4/m m m,Fe16 N2,Fe16,Fe,16,8,4,N2,N,2,15,2,Tetragonal,,
139,76738,I 4/m m m,Nd Sb,Nd,Nd,1,3,6,Sb,Sb,1,15,5,Tetragonal,,
139,88098,I 4/m m m,Ba C2,Ba,Ba,1,2,6,C2,C,2,14,2,Tetragonal,,
139,88745,I 4/m m m,Ba O1.94,Ba,Ba,1,2,6,O1.94,O,1.94,16,2,Tetragonal,,
139,88746,I 4/m m m,Ba O1.86,Ba,Ba,1,2,6,O1.86,O,1.86,16,2,Tetragonal,,
139,88747,I 4/m m m,Ba O1.68,Ba,Ba,1,2,6,O1.68,O,1.68,16,2,Tetragonal,,
139,88749,I 4/m m m,Sr O1.978,Sr,Sr,1,2,5,O1.978,O,1.978,16,2,Tetragonal,,
139,88750,I 4/m m m,Sr O1.962,Sr,Sr,1,2,5,O1.962,O,1.962,16,2,Tetragonal,,
139,88751,I 4/m m m,Sr O1.9,Sr,Sr,1,2,5,O1.9,O,1.9,16,2,Tetragonal,,
139,90164,I 4/m m m,Zr D2,Zr,Zr,1,4,5,D2,D,2,1,1,Tetragonal,,
139,51370,I 4/m m m,Np68 Ge70,Np68,Np,68,3,7,Ge70,Ge,70,14,4,Tetragonal,,
139,411556,I 4/m m m,Sr N2,Sr,Sr,1,2,5,N2,N,2,15,2,Tetragonal,,
139,279623,I 4/m m m,Kr F2,Kr,Kr,1,18,4,F2,F,2,17,2,Tetragonal,,
139,56280,I 4/m m m,Pd Bi2,Pd,Pd,1,10,5,Bi2,Bi,2,15,6,Tetragonal,,
139,52733,I 4/m m m,Bi6 O7,Bi6,Bi,6,15,6,O7,O,7,16,2,Tetragonal,,
139,52904,I 4/m m m,Ce2 Sb,Ce2,Ce,2,3,6,Sb,Sb,1,15,5,Tetragonal,,
139,77707,I 4/m m m,V16 O3,V16,V,16,5,4,O3,O,3,16,2,Tetragonal,,
139,77973,I 4/m m m,Pt2 Si,Pt2,Pt,2,10,6,Si,Si,1,14,3,Tetragonal,,
139,56178,I 4/m m m,Th H2,Th,Th,1,3,7,H2,H,2,1,1,Tetragonal,,
139,56184,I 4/m m m,Ti H2,Ti,Ti,1,4,4,H2,H,2,1,1,Tetragonal,,
139,57166,I 4/m m m,Sr11 Sb10,Sr11,Sr,11,2,5,Sb10,Sb,10,15,5,Tetragonal,,
139,57499,I 4/m m m,Al0.2 Au0.8,Al0.2,Al,0.2,13,3,Au0.8,Au,0.8,11,6,Tetragonal,,
139,57556,I 4/m m m,Al4 Ce,Al4,Al,4,13,3,Ce,Ce,1,3,6,Tetragonal,,
139,57651,I 4/m m m,Al Cr2,Al,Al,1,13,3,Cr2,Cr,2,6,4,Tetragonal,,
139,57896,I 4/m m m,Al3 Hf,Al3,Al,3,13,3,Hf,Hf,1,4,6,Tetragonal,,
139,57935,I 4/m m m,Al4 La,Al4,Al,4,13,3,La,La,1,3,6,Tetragonal,,
139,58015,I 4/m m m,Al3 Nb,Al3,Al,3,13,3,Nb,Nb,1,5,5,Tetragonal,,
139,58108,I 4/m m m,Al2 Os,Al2,Al,2,13,3,Os,Os,1,8,6,Tetragonal,,
139,58109,I 4/m m m,Al3 Os2,Al3,Al,3,13,3,Os2,Os,2,8,6,Tetragonal,,
139,58147,I 4/m m m,Al Re2,Al,Al,1,13,3,Re2,Re,2,7,6,Tetragonal,,
139,18181,I 4/m m m,Pu C2,Pu,Pu,1,3,7,C2,C,2,14,2,Tetragonal,,
139,51796,I 4/m m m,Sr11 Bi10,Sr11,Sr,11,2,5,Bi10,Bi,10,15,6,Tetragonal,,
139,51797,I 4/m m m,Ba11 Bi10,Ba11,Ba,11,2,6,Bi10,Bi,10,15,6,Tetragonal,,
139,95963,I 4/m m m,Y C2,Y,Y,1,3,5,C2,C,2,14,2,Tetragonal,,
139,58169,I 4/m m m,Al3 Ta,Al3,Al,3,13,3,Ta,Ta,1,5,6,Tetragonal,,
139,58201,I 4/m m m,Al3 V,Al3,Al,3,13,3,V,V,1,5,4,Tetragonal,,
139,58252,I 4/m m m,Ag2 Er,Ag2,Ag,2,11,5,Er,Er,1,3,6,Tetragonal,,
139,58278,I 4/m m m,Ag2 Ho,Ag2,Ag,2,11,5,Ho,Ho,1,3,6,Tetragonal,,
139,58365,I 4/m m m,Ag2 Tb,Ag2,Ag,2,11,5,Tb,Tb,1,3,6,Tetragonal,,
139,58373,I 4/m m m,Ag2 Tm,Ag2,Ag,2,11,5,Tm,Tm,1,3,6,Tetragonal,,
139,58387,I 4/m m m,Au2 Tm,Au2,Au,2,11,6,Tm,Tm,1,3,6,Tetragonal,,
139,58388,I 4/m m m,Au2 Yb,Au2,Au,2,11,6,Yb,Yb,1,3,6,Tetragonal,,
139,58391,I 4/m m m,Ag Zr2,Ag,Ag,1,11,5,Zr2,Zr,2,4,5,Tetragonal,,
139,58412,I 4/m m m,Au0.5 Cd1.5,Au0.5,Au,0.5,11,6,Cd1.5,Cd,1.5,12,5,Tetragonal,,
139,58440,I 4/m m m,Au2 Dy,Au2,Au,2,11,6,Dy,Dy,1,3,6,Tetragonal,,
139,58446,I 4/m m m,Au2 Er,Au2,Au,2,11,6,Er,Er,1,3,6,Tetragonal,,
139,58471,I 4/m m m,Au Hf2,Au,Au,1,11,6,Hf2,Hf,2,4,6,Tetragonal,,
139,58481,I 4/m m m,Au2 Ho,Au2,Au,2,11,6,Ho,Ho,1,3,6,Tetragonal,,
139,58548,I 4/m m m,Au Mn2,Au,Au,1,11,6,Mn2,Mn,2,7,4,Tetragonal,,
139,58549,I 4/m m m,Au2 Mn,Au2,Au,2,11,6,Mn,Mn,1,7,4,Tetragonal,,
139,58559,I 4/m m m,Au2 Nb3,Au2,Au,2,11,6,Nb3,Nb,3,5,5,Tetragonal,,
139,58607,I 4/m m m,Au2 Ti,Au2,Au,2,11,6,Ti,Ti,1,4,4,Tetragonal,,
139,58650,I 4/m m m,Ba Ga4,Ba,Ba,1,2,6,Ga4,Ga,4,13,4,Tetragonal,,
139,58658,I 4/m m m,Ba In4,Ba,Ba,1,2,6,In4,In,4,13,5,Tetragonal,,
139,58698,I 4/m m m,Be12 Cr,Be12,Be,12,2,2,Cr,Cr,1,6,4,Tetragonal,,
139,58717,I 4/m m m,Be12 Mo,Be12,Be,12,2,2,Mo,Mo,1,6,5,Tetragonal,,
139,58791,I 4/m m m,Bi0.06 In0.94,Bi0.06,Bi,0.06,15,6,In0.94,In,0.94,13,5,Tetragonal,,
139,58892,I 4/m m m,Ca Ga4,Ca,Ca,1,2,4,Ga4,Ga,4,13,4,Tetragonal,,
139,58981,I 4/m m m,Cd0.93 Hg1.07,Cd0.93,Cd,0.93,12,5,Hg1.07,Hg,1.07,12,6,Tetragonal,,
139,58982,I 4/m m m,Cd Hg2,Cd,Cd,1,12,5,Hg2,Hg,2,12,6,Tetragonal,,
139,58983,I 4/m m m,Cd2 Hg,Cd2,Cd,2,12,5,Hg,Hg,1,12,6,Tetragonal,,
139,58984,I 4/m m m,Cd0.35 Hg0.65,Cd0.35,Cd,0.35,12,5,Hg0.65,Hg,0.65,12,6,Tetragonal,,
139,58985,I 4/m m m,Cd0.55 Hg0.45,Cd0.55,Cd,0.55,12,5,Hg0.45,Hg,0.45,12,6,Tetragonal,,
139,102077,I 4/m m m,Cd Ti2,Cd,Cd,1,12,5,Ti2,Ti,2,4,4,Tetragonal,,
139,9893,I 4/m m m,Tl F,Tl,Tl,1,13,6,F,F,1,17,2,Tetragonal,,
139,14330,I 4/m m m,U C2,U,U,1,3,7,C2,C,2,14,2,Tetragonal,,
139,17025,I 4/m m m,Tb C2,Tb,Tb,1,3,6,C2,C,2,14,2,Tetragonal,,
139,43063,I 4/m m m,U C1.86,U,U,1,3,7,C1.86,C,1.86,14,2,Tetragonal,,
139,58601,I 4/m m m,Au2 Tb,Au2,Au,2,11,6,Tb,Tb,1,3,6,Tetragonal,,
139,102966,I 4/m m m,Cu Hf2,Cu,Cu,1,11,4,Hf2,Hf,2,4,6,Tetragonal,,
139,103132,I 4/m m m,Cu3 Ti2,Cu3,Cu,3,11,4,Ti2,Ti,2,4,4,Tetragonal,,
139,103134,I 4/m m m,Cu4 Ti3,Cu4,Cu,4,11,4,Ti3,Ti,3,4,4,Tetragonal,,
139,103320,I 4/m m m,Er Zn12,Er,Er,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
139,103372,I 4/m m m,Dy11 Sn10,Dy11,Dy,11,3,6,Sn10,Sn,10,14,5,Tetragonal,,
139,103391,I 4/m m m,Eu Ga4,Eu,Eu,1,3,6,Ga4,Ga,4,13,4,Tetragonal,,
139,103728,I 4/m m m,Ga3 Hf,Ga3,Ga,3,13,4,Hf,Hf,1,4,6,Tetragonal,,
139,103799,I 4/m m m,Ga1.15 Mn2.85,Ga1.15,Ga,1.15,13,4,Mn2.85,Mn,2.85,7,4,Tetragonal,,
139,103822,I 4/m m m,Ga4 Na,Ga4,Ga,4,13,4,Na,Na,1,1,3,Tetragonal,,
139,103833,I 4/m m m,Ga3 Nb,Ga3,Ga,3,13,4,Nb,Nb,1,5,5,Tetragonal,,
139,103865,I 4/m m m,Ga0.35 Ni0.65,Ga0.35,Ga,0.35,13,4,Ni0.65,Ni,0.65,10,4,Tetragonal,,
139,103930,I 4/m m m,Ga Pu,Ga,Ga,1,13,4,Pu,Pu,1,3,7,Tetragonal,,
139,103973,I 4/m m m,Ga4 Sr,Ga4,Ga,4,13,4,Sr,Sr,1,2,5,Tetragonal,,
139,103976,I 4/m m m,Ga3 Ta,Ga3,Ga,3,13,4,Ta,Ta,1,5,6,Tetragonal,,
139,103993,I 4/m m m,Ga3 Ti,Ga3,Ga,3,13,4,Ti,Ti,1,4,4,Tetragonal,,
139,104036,I 4/m m m,Ga4 Yb,Ga4,Ga,4,13,4,Yb,Yb,1,3,6,Tetragonal,,
139,104043,I 4/m m m,Ga3 Zr,Ga3,Ga,3,13,4,Zr,Zr,1,4,5,Tetragonal,,
139,103731,I 4/m m m,Ga10 Hf11,Ga10,Ga,10,13,4,Hf11,Hf,11,4,6,Tetragonal,,
139,104255,I 4/m m m,Hf2 Pd,Hf2,Hf,2,4,6,Pd,Pd,1,10,5,Tetragonal,,
139,104319,I 4/m m m,Hg2 Mg,Hg2,Hg,2,12,6,Mg,Mg,1,2,3,Tetragonal,,
139,104473,I 4/m m m,Ag2 Gd,Ag2,Ag,2,11,5,Gd,Gd,1,3,6,Tetragonal,,
139,104811,I 4/m m m,Lu Pb2,Lu,Lu,1,3,6,Pb2,Pb,2,14,6,Tetragonal,,
139,104837,I 4/m m m,Mg12 Nd,Mg12,Mg,12,2,3,Nd,Nd,1,3,6,Tetragonal,,
139,104856,I 4/m m m,Mg12 Pr,Mg12,Mg,12,2,3,Pr,Pr,1,3,6,Tetragonal,,
139,104918,I 4/m m m,Mn Ni,Mn,Mn,1,7,4,Ni,Ni,1,10,4,Tetragonal,,
139,105003,I 4/m m m,Mn12 Y,Mn12,Mn,12,7,4,Y,Y,1,3,5,Tetragonal,,
139,105107,I 4/m m m,Mo U2,Mo,Mo,1,6,5,U2,U,2,3,7,Tetragonal,,
139,105175,I 4/m m m,Nb Ni3,Nb,Nb,1,5,5,Ni3,Ni,3,10,4,Tetragonal,,
139,105191,I 4/m m m,Nb Pd3,Nb,Nb,1,5,5,Pd3,Pd,3,10,5,Tetragonal,,
139,105388,I 4/m m m,Ni2 Ta,Ni2,Ni,2,10,4,Ta,Ta,1,5,6,Tetragonal,,
139,105390,I 4/m m m,Ni3 Ta,Ni3,Ni,3,10,4,Ta,Ta,1,5,6,Tetragonal,,
139,105442,I 4/m m m,Ni3 V,Ni3,Ni,3,10,4,V,V,1,5,4,Tetragonal,,
139,105709,I 4/m m m,Pd3 Ta,Pd3,Pd,3,10,5,Ta,Ta,1,5,6,Tetragonal,,
139,105722,I 4/m m m,Pd Ti2,Pd,Pd,1,10,5,Ti2,Ti,2,4,4,Tetragonal,,
139,105729,I 4/m m m,Pd3 Tl,Pd3,Pd,3,10,5,Tl,Tl,1,13,6,Tetragonal,,
139,105742,I 4/m m m,Pd3 V,Pd3,Pd,3,10,5,V,V,1,5,4,Tetragonal,,
139,105758,I 4/m m m,Pd Zr2,Pd,Pd,1,10,5,Zr2,Zr,2,4,5,Tetragonal,,
139,105818,I 4/m m m,Pt8 Ti,Pt8,Pt,8,10,6,Ti,Ti,1,4,4,Tetragonal,,
139,105840,I 4/m m m,Pt3 V,Pt3,Pt,3,10,6,V,V,1,5,4,Tetragonal,,
139,106042,I 4/m m m,Sc Zn12,Sc,Sc,1,3,4,Zn12,Zn,12,12,4,Tetragonal,,
139,106069,I 4/m m m,Sm Zn12,Sm,Sm,1,3,6,Zn12,Zn,12,12,4,Tetragonal,,
