A,B,x,y,Chiral
3,14,5,4,0
3,14,5,4,0
2,12,1,1,0
3,12,1,3,0
3,12,1,3,0
15,3,3,5,0
10,3,1,3,0
13,3,1,2,0
7,13,2.99,9.677,0
9,17,1,6,0
3,15,5,3,0
2,11,1,1,0
8,16,1,1,0
8,16,1,0.965,0
14,3,1,1,0
2,11,2,1,0
3,17,1,3,0
5,17,1,5,0
2,14,7,6,0
7,14,3,2,0
2,10,1,2,0
7,10,0.321,0.679,0
2,1,1,2,0
2,9,5,1,0
3,16,7,2,0
3,14,4.268,4.244,0
2,1,1,1.91,0
2,1,1,1.9,0
13,7,11,4.6,0
3,13,3,5,0
14,16,48,96,0
1,15,3,1,0
13,9,148.2,50.1,0
2,12,1,8,0
10,15,1,3,0
2,12,1,6,0
10,13,4,2.81,0
4,16,2,3,0
10,15,1,1,0
14,16,1,2,0
14,4,4,5,0
2,13,0.97,12,0
3,10,2,7,0
13,10,1,5,0
3,12,13,58.711,0
10,13,2,1,0
5,17,1,5,0
14,17,64,4,0
3,11,1,1,0
3,16,1,2,0
2,12,1,3,0
3,16,1,2,0
10,7,2,1,0
9,3,1,3,0
13,10,0.9,2.1,0
13,10,0.86,2.14,0
13,10,0.83,2.17,0
3,15,5,3,0
11,16,1,1,0
10,16,2.6,2,0
3,16,1,2,0
3,15,5,3,0
3,15,5,3,0
2,14,2,4,0
12,2,2,1,0
3,17,1,2,0
3,16,3,5,0
1,16,2,1,0
2,13,2,1,0
11,3,1,2,0
2,17,1,2,0
2,14,7,6,0
2,14,7,6,0
9,15,1,3,0
9,3,1,3,0
1,12,1,6,0
3,16,2,3,0
5,15,3,5,0
14,16,4,4,0
7,16,1,1,0
14,17,1,2,0
16,17,1,2,0
9,16,1,2,0
1,16,2,3,0
5,14,5,4,0
4,16,1,2,0
12,17,1,2,0
1,13,1,1,0
14,15,3,4,0
14,15,3,4,0
14,16,1,2,0
2,14,1,1,0
13,16,2,3,0
13,15,1,1,0
1,17,1,1,0
16,16,1,2,0
2,14,2,1,0
2,14,1,2,0
14,4,1,1,0
10,16,1,2,0
9,14,1,3,0
3,16,2,3,0
9,16,2,3,0
5,15,2,3,0
12,17,1,2,0
3,11,1,1,0
8,13,1,2,0
8,14,2,1,0
7,15,1,2,0
15,17,1,3,0
11,13,1,2,0
1,17,1,3,0
2,17,1,2,0
6,1,1,2,0
1,16,2,1,0
8,15,3,1,0
9,13,1,3,0
2,14,2,1,0
2,14,2,3,0
13,14,3,1,0
11,14,3,1,0
4,14,3,1,0
6,14,3,1,0
5,14,3,1,0
10,14,3,1,0
14,14,3,1,0
5,14,3,1,0
4,14,3,1,0
5,14,3,1,0
6,14,3,1,0
4,14,3,1,0
14,1,2,1,0
9,14,3,1,0
15,1,1,2,0
1,15,3,1,0
12,16,1,1,0
1,17,1,1,0
10,3,5,3,0
3,17,1,3,0
13,17,1,1,0
3,12,1,3,0
3,12,1,3,0
13,13,0.9,0.1,0
3,17,1,3,0
1,17,1,1,0
9,16,3,2,0
5,15,4,3,0
4,16,1,5,0
10,16,5,5,0
5,15,3,5,0
4,14,1,2,0
4,14,1,2,0
4,14,1,2,0
4,14,1,2,0
3,14,1,1,0
3,15,1,2,0
13,17,1,1,0
5,15,4,3,0
3,16,1,3,0
5,16,12,29,0
3,16,2,5,0
3,16,3,8,0
2,14,1,1,0
2,14,1,1,0
10,13,1,1,0
6,16,1,3,0
3,9,1,1,0
4,16,3,5,0
1,14,9,4,0
6,13,1,1,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
1,16,2,5,0
13,17,1,1,0
1,12,1,1,0
8,16,0.91,1,0
4,9,3,5,0
1,15,4,3,0
11,16,1,1,0
3,17,1,3,0
14,16,1,2,0
3,16,0.891,3,0
3,16,0.916,3,0
3,16,0.724,3,0
14,16,1,1,0
3,16,1,3,0
3,16,8,11,0
3,14,1,1.25,0
3,14,1,1.36,0
3,14,2,2.7,0
3,14,2,3,0
12,16,1,1,0
5,13,2,3,0
2,14,1,1,0
7,15,3,1,0
3,14,3,4,0
7,14,5,3,0
11,16,1,1,0
3,16,1,3,0
14,16,64,128,0
7,14,3,7,0
3,14,3,4,0
4,16,1,5,0
3,14,3,4,0
1,13,2,1,0
14,16,1,1,0
13,17,1,3,0
3,14,1,1,0
1,14,11,6,0
3,14,1,1,0
3,14,1,1,0
3,14,1,1,0
3,14,1,1,0
2,14,1,1,0
5,13,1,1,0
5,13,1,1,0
5,13,1,1,0
3,14,1,1,0
2,14,1,1,0
7,13,3,1,0
10,14,3,2,0
3,14,1,1,0
3,14,1,1,0
3,14,1,1,0
3,14,1,2,0
10,16,3,2,0
3,14,1,3,0
3,14,3,3.93,0
3,14,3,4,0
3,14,1,1.823,0
3,14,1,2.69,0
3,14,1,2.16,0
11,17,1,1,0
4,15,1,1,0
3,14,1,1,0
2,14,1,1,0
3,14,1,1,0
3,16,1,3,0
3,14,1,1,0
3,14,1,1,0
3,14,1,1,0
3,14,1,2,0
3,14,1,2,0
3,14,1,1.41,0
9,16,1,2,0
12,16,1,1,0
13,3,1,1,0
13,7,6,1,0
13,7,6,1,0
13,8,6,1,0
2,14,3,5,0
2,14,3,5,0
2,14,3,5,0
3,14,1,1,0
4,10,1,1,0
13,7,6,1,0
13,3,1,1,0
13,3,1,1,0
13,4,1,1,0
11,3,1,1,0
11,2,3,1,0
2,14,1,1,0
2,14,1,1,0
2,12,1,5,0
2,13,3,5,0
2,12,1,1,0
2,12,3,1,0
12,3,3,1,0
12,3,3,1,0
12,3,3,1,0
12,3,3,1,0
12,3,3,1,0
12,3,3,1,0
4,14,1,1,0
3,17,1,3,0
13,17,1,1,0
6,16,9,11,0
9,3,1,3,0
9,3,1,1,0
11,14,3.02,0.98,0
11,4,3,1,0
3,13,1,1,0
3,14,1,2,0
9,4,1,3,0
13,1,13,3,0
13,1,6.84,2,0
13,3,1,1,0
13,3,1,1,0
13,3,1,1,0
13,3,1,1,0
13,3,1,1,0
13,3,5,3,0
13,3,1,1,0
3,10,1,1,0
3,10,1,1,0
12,1,1,1,0
11,12,0.53,0.47,0
13,8,5.6,2,0
1,14,9,4,0
3,10,1,1,0
10,4,1,1,0
14,2,1,1,0
14,3,2,1,0
10,4,3,2,0
10,5,2,1,0
10,3,1,1,0
7,3,2,1,0
9,5,5,3,0
14,2,1,1,0
14,3,2,1,0
4,12,1,16,0
3,16,7,1,0
3,13,5,9,0
2,14,1,4,0
15,4,1,1,0
6,14,3,2,0
10,13,3,1.94,0
8,16,3,4,0
3,10,1,1,0
3,10,1,1,0
3,14,1,3,0
11,2,1,1,0
13,8,5.4,2,0
8,4,1,3,0
3,14,1,1,0
9,13,1,2,0
3,14,1,2,0
6,13,2,3,0
11,3,1,1,0
3,7,1,2,0
3,13,1,1,0
3,14,1,1,0
3,9,1,1,0
14,11,1,2,0
8,13,1,6,0
3,13,1,1,0
13,4,1,1,0
7,13,1,6,0
3,13,1,1,0
13,3,1,1,0
3,16,1,3,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
8,13,1,1,0
6,13,1,1,0
7,13,3,1,0
6,13,1,1,0
2,10,1,1,0
2,4,1,1,0
3,15,1,2,0
2,13,1,1,0
2,14,1,1,0
3,13,1,1,0
3,13,3,5,0
3,10,1,1,0
3,10,1,1,0
3,14,3,5,0
3,16,1,3,0
3,16,2,5,0
3,13,3,5,0
3,9,3,1,0
4,9,3,1,0
4,11,1,2,0
3,13,3,5,0
3,14,1,1,0
3,14,1,2,0
3,16,1,3,0
3,16,2,5,0
3,16,4,9,0
3,13,3,5,0
3,13,3,5,0
3,16,1,3,0
3,13,3,5,0
3,10,1,1,0
4,8,3,1,0
13,3,1,1,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
7,13,1,5.8,0
7,13,1,6,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
3,13,1,1,0
4,13,3,5,0
3,14,1,1,0
3,13,3,5,0
3,14,1,2,0
3,16,1,3,0
3,16,2,5,0
3,13,3,5,0
14,3,1,1,0
3,14,1,1,0
3,14,1,2,0
3,14,1,1,0
4,10,1,1,0
4,10,1,1,0
3,13,3,5,0
3,14,1,2,0
3,16,1,3,0
3,16,2,5,0
3,13,3,5,0
13,3,5,3,0
3,13,3,5,0
3,13,3,5,0
3,13,3,5,0
3,13,3,5,0
3,13,3,5,0
9,3,1,1,0
3,10,1,1,0
3,10,1,1,0
3,10,1,1,0
3,9,1,1,0
3,14,1,1,0
3,14,3,5,0
3,16,1,3,0
3,16,2,5,0
3,13,3,5,0
1,13,2,1,0
3,14,1,1,0
3,14,1,2,0
3,16,1,3,0
3,13,3,5,0
3,10,1,1,0
3,10,1,1,0
3,9,1,1,0
3,13,3,5,0
10,3,1,1,0
10,16,6,5,0
10,16,6,5,0
10,3,1,1,0
10,3,1,1,0
3,10,1,1,0
3,16,1,3,0
5,15,4,3,0
14,16,1,1,0
10,3,1,1,0
10,3,1,1,0
10,2,1,1,0
10,3,1,1,0
3,10,1,1,0
3,9,1,1,0
3,14,3,5,0
3,16,1,3,0
3,16,2,5,0
3,13,3,5,0
10,3,1,1,0
10,3,1,1,0
10,4,1,1,0
3,16,1,3,0
9,3,1,1,0
9,4,5,3,0
8,3,1,1,0
4,14,1,2,0
3,14,1,1,0
3,16,2,5,0
3,13,3,5,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,16,1,3,0
3,13,3,5,0
3,16,1,3,0
3,16,2,5,0
3,16,1,3,0
3,13,3,5,0
13,3,5,3,0
5,13,2,3,0
3,14,3,4,0
3,14,3,4,0
2,15,1,2,0
3,15,1,2,0
1,13,2,1,0
13,1,1,2,0
13,3,5,3,0
3,14,1,6,0
5,16,4,9,0
3,14,5,3,0
8,16,4,5,0
3,14,1,1,0
13,3,1,1,0
3,17,1,3,0
13,17,1,1,0
13,17,1,1,0
3,13,1,1,0
3,14,1,1.85,0
2,11,1,1,0
2,11,1,1,0
5,12,1,16,0
3,10,1,1,0
3,10,1,1,0
3,9,1,1,0
9,13,1,1,0
3,9,1,1,0
3,8,1,1,0
11,16,1,2,0
11,3,7,2,0
1,13,4.95,9.22,0
13,6,56.14,14.29,0
2,14,1,5.56,0
3,14,8,10.8,0
3,14,8,11.04,0
3,13,2.67,5.33,0
3,14,1,1.4,0
13,15,1,1,0
3,14,1,3,0
4,9,1,1,0
4,9,1,1,0
3,14,3,4,0
3,13,3,5,0
1,14,5,13,0
4,5,0.917,0.083,0
4,5,0.879,0.121,0
4,5,0.836,0.164,0
2,14,3,5,0
3,10,1,1,0
3,11,1,1,0
3,14,1,3,0
2,13,3,5,0
8,16,2,3,0
4,14,3,1,0
4,10,2,3,0
3,14,3,5,0
2,14,1,6,0
2,14,1,6,0
13,1,1,3,0
3,14,3,4,0
11,17,1,1,0
12,16,1,1,0
2,13,3,5,0
3,13,1,1,0
1,13,1.92,1.08,0
13,1,27.54,15,0
4,15,1,1,0
2,10,1,3,0
5,17,1,5,0
11,2,7,2,0
3,14,1,3,0
4,10,1,1,0
3,12,1,7,0
10,12,27.35,99.27,0
1,13,2,2,0
13,3,1,1,0
3,14,3,4,0
3,14,3,5,0
3,12,1,4,0
2,13,1,1,0
1,12,0.96,3.04,0
1,14,1,6,0
1,14,0.93,6,0
1,14,4.096,1,0
1,14,4.1,1,0
2,14,1,6,0
2,14,2,11,0
14,16,4,4,0
11,15,1,3,0
2,10,1,5.219,0
2,14,1,2,0
14,16,1,1,0
13,15,1,1,0
13,16,2,3,0
13,16,2,3,0
13,15,1,1,0
16,16,1,2,0
4,10,2,3,0
14,1,1,4,0
4,3,3,1,0
14,4,2,1,0
9,5,1,1,0
3,1,1,3,0
10,16,3,2,0
13,1,1,3,0
14,1,1,4,0
4,10,1,1,0
10,4,1,1,0
11,14,3,1,0
4,13,1,1,0
3,1,1,1,0
3,1,1,3,0
4,13,1,1,0
14,1,2,2,0
14,1,3,2,0
1,15,3,1,0
13,14,1,3,0
3,10,2,3,0
8,3,1,19,0
3,15,5,4,0
8,14,1,2,0
14,16,1,2,0
17,17,1,7,0
1,16,2,2,0
6,17,6,16,0
1,17,1,1,0
5,17,6,14,0
6,17,6,12,0
14,16,1,2,0
1,17,1,1,0
3,16,0.957,1,0
6,17,1,2,0
5,17,6,14,0
5,17,6,14,0
6,17,6,12,0
8,14,1,2,0
3,15,1,2,0
2,15,5,4,0
10,14,1,2,0
3,16,1,1,0
11,12,3,1,0
9,3,3,2,0
10,14,1,3,0
10,4,10,7,0
10,14,8,24,0
4,14,2,3,0
3,15,1,2,0
3,15,1,2,0
3,15,1,2,0
15,15,1,1,0
3,15,1,2,0
3,9,2,3,0
3,9,2,3,0
3,9,2.5,2.5,0
3,15,1,2,0
3,10,2.1,2.9,0
3,15,1,2,0
3,15,1,2,0
3,15,1,2,0
3,15,1,2,0
2,9,1,1,0
2,9,1.037,0.963,0
2,9,1.054,0.946,0
8,14,0.96,2,0
9,14,1,3,0
11,4,10,7,0
14,16,1,2,0
15,14,0.8,1.2,0
15,14,0.8,0.2,0
15,13,0.7,0.3,0
9,13,4,21,0
10,12,20.96,71,0
1,13,1,1,0
1,13,1,1,0
1,13,1,1,0
1,13,1,1,0
2,15,5,4,0
14,16,112,224,0
14,16,1,2,0
8,14,1,2,0
8,14,1,2,0
15,14,1,1,0
14,4,3,2,0
9,14,1,2,0
10,14,1,2,0
8,13,1,4,0
9,14,1,2,0
14,1,1,2,0
5,15,1,2,0
8,17,1,4,0
3,10,1,4,0
16,17,1,0.44,0
3,14,2,5,0
3,14,3,7,0
4,15,2,1,0
5,13,5,6,0
3,14,1,2,0
1,13,3,20,0
2,14,3,4,0
1,14,7,2,0
3,14,1,1.75,0
3,14,1,1.86,0
3,14,1,2.667,0
5,16,6,1,0
3,14,1,2,0
3,14,1,2,0
13,10,3,5,0
13,5,13,5,0
13,10,3,5,0
13,10,3,5,0
13,3,2,1,0
13,4,2,1,0
3,14,3,7,0
9,5,1,1,0
1,14,7,2,0
7,10,3,5,0
10,12,1,2,0
13,4,2,1,0
11,1,7,3,0
3,14,3,7,0
3,14,3,7,0
10,13,5,3,0
10,13,5,3,0
3,13,1,2,0
13,10,2.67,5.33,0
9,5,1,1,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
13,10,1,2.2,0
3,14,3,7,0
3,14,3,7,0
3,14,3,7,0
3,14,2,7,0
5,16,2,5,0
3,14,1,2,0
5,9,0.54,0.46,0
5,13,5,13,0
14,16,144,288,0
3,14,1,3.36,0
3,14,1,3.25,0
2,16,1,2,0
13,11,0.939,0.987,0
10,13,5,2.7,0
14,16,36,72,0
10,7,5,3,0
3,14,2,5,0
3,14,3,7,0
3,14,15,15,0
5,13,5,6,0
4,14,1,11,0
4,10,1,5,0
14,1,1,4,0
7,15,1,2,0
9,4,1,1,0
1,17,3,2,0
1,17,2,1,0
3,17,1,3,0
4,1,1,1.7,0
5,1,1,0.95,0
4,1,1,0.98,0
1,13,6,17,0
3,9,1,5,0
5,16,6,13,0
14,16,1,1,0
14,16,1,2,0
8,16,1,0.9228,0
8,16,1,1,0
8,16,1,0.92,0
14,16,7,14,0
3,17,1,3,0
10,14,4,16,0
10,14,1,4,0
9,13,3,16,0
14,16,1,2,0
9,14,1,4,0
1,17,1,1,0
1,17,1,1,0
13,17,1,1,0
1,15,4,6,0
3,14,3,1,0
1,15,4,6,0
1,15,4,6,0
3,16,1,1,0
1,15,4,6,0
1,15,4,6,0
4,14,1,2,0
14,9,5,4,0
14,16,72,144,0
1,15,2,3,0
13,11,2,1,0
13,3,3.57,0.98,0
10,12,2.054,6.589,0
2,12,2,1,0
10,15,1,1,0
4,14,1,2,0
3,16,1,3,0
9,13,1,2,0
3,16,2,3,0
9,17,1,3,0
1,15,4,6,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
1,14,1,8,0
7,13,2,0.988,0
3,16,2,3,0
1,14,1,8,0
7,13,4,1,0
13,8,2,1,0
9,13,1,2,0
3,16,2,3,0
6,14,1,2,0
11,2,1,2,0
13,8,2,1,0
14,5,2,1,0
3,16,2,3,0
5,14,1,2,0
5,14,2,3,0
5,14,1,2,0
8,13,1,2,0
6,13,4,1,0
6,13,2,1,0
3,16,2,3,0
3,16,2,3,0
8,13,1,2,0
4,14,1,2,0
3,16,2,3,0
3,16,2,3,0
5,14,1.2,1.8,0
16,3,3,2,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
4,14,1,2,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,3,4,0
3,16,2,3,0
1,13,1,1,0
9,15,3,14,0
3,9,1,2,0
7,16,1,2,0
15,9,14,3,0
14,16,1,2,0
14,4,2,1,0
10,13,6,1,0
6,13,1,4,0
1,16,2,2,0
1,16,2,2,0
1,14,2,2,0
3,16,1,2,0
7,14,1,2,0
6,13,3,4,0
11,15,3,4,0
1,11,2,3,0
14,16,1,2,0
1,16,2,2,0
14,16,64,128,0
1,16,2,2,0
2,14,1,1,0
2,14,1,0.76,0
7,13,3,4,0
5,13,3,4,0
5,13,3,4,0
4,15,27,16,0
4,16,4.5,5,0
13,3,11,3,0
14,16,36,72,0
1,12,3,11,0
1,14,2,2,0
11,2,17,54,0
3,13,3,8,0
3,12,3,11,0
4,8,54,17,0
2,12,51.04,19.8,0
6,10,1,2,0
5,10,1,2,0
5,14,6,4.92,0
10,5,2,1,0
10,5,2,1,0
10,5,2,1,0
14,4,5,6,0
2,13,3,11,0
2,15,11,10,0
3,14,3,4,0
11,1,3,2,0
3,13,3,11,0
3,13,3,11,0
3,13,3,11,0
3,13,3,11,0
4,13,3,4,0
5,13,3,4,0
2,13,3,8,0
3,12,3,11,0
3,12,3,11,0
3,16,1,2,0
3,13,3,8,0
4,14,6,5,0
5,10,1,2,0
5,10,1.2,1.8,0
10,5,2,1,0
5,14,6,5,0
3,12,3,11,0
5,10,1,2,0
5,10,1,2,0
3,12,3,11,0
10,5,2,1,0
5,10,1,2,0
6,10,1,2,0
5,14,6,5,0
3,12,3,11,0
3,12,3,11,0
3,12,3,11,0
3,12,3,11,0
2,15,2,3,0
3,14,1,5,0
3,14,1,5,0
3,16,1,1.78,0
3,14,5,11,0
3,14,5,13,0
3,14,1,5,0
3,14,1,5,0
3,14,1,5,0
3,14,1,5,0
3,14,1,5,0
2,13,2.85,8.45,0
3,13,2.88,8.36,0
3,14,1,5,0
13,3,17.81,5.34,0
2,13,2.6,8.8,0
3,16,32,168,0
1,15,2,2,0
3,14,1,5,0
14,16,9,18,0
2,14,1,2,0
3,17,1,3,0
4,10,1,2,0
6,4,3,1,0
7,15,1,2,0
1,18,2,1,0
1,18,1,2,0
14,1,2,2,0
14,1,4,3,0
14,1,12,1,0
5,14,6,5,0
4,14,6,5,0
14,16,1,2,0
14,16,1,2,0
14,16,1,2,0
11,15,5,2,0
1,16,2,1,0
2,17,1,2,0
7,14,5,2,0
10,15,3,2,0
11,15,1,3,0
2,17,1,2,0
2,17,1,2,0
5,16,2,5,0
13,2,2,5,0
10,4,5,3,0
2,1,1,2,0
3,14,6,5,0
13,2,2,5,0
2,13,5,2,0
2,16,1,1,0
1,16,2,1,0
1,13,1,15,0
8,16,3,4,0
14,16,1,2,0
3,14,1,1.68,0
3,14,1,1.8,0
3,14,1,1.84,0
3,14,1,1.817,0
3,14,1,1.58,0
3,14,1,1.6,0
14,16,32,64,0
2,13,1.93,14,0
1,12,1,2,0
1,12,1,2,0
13,15,1,1,0
3,14,1,1.4,0
4,5,1,2,0
3,14,2,3.2,0
13,3,4,1,0
13,3,4,1,0
3,14,1,1.85,0
11,2,2,1,0
13,2,2,1,0
11,3,2,1,0
11,2,2,1,0
11,3,2,1,0
11,2,2,1,0
11,11,1,1,0
11,3,2,1,0
11,2,2,1,0
2,12,1,2,0
2,12,1,2,0
2,12,1,2,0
2,13,1,2,0
3,13,1,2,0
2,12,1,2,0
2,12,1,2,0
12,3,2,1,0
12,2,2,1,0
3,11,1,2,0
3,12,1,2,0
11,3,2,1,0
11,3,2,1,0
11,3,2,1,0
3,12,1,2,0
13,3,4,1,0
13,3,2,1,0
13,3,2,1,0
3,14,1,1.75,0
12,1,2,1,0
12,2,2,1,0
3,12,1,2,0
7,3,2,1,0
3,12,1,2,0
3,12,1,2,0
2,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,13,1,4,0
3,14,2,3.5,0
11,2,2,1,0
3,14,2,3.4,0
11,3,2,1,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,13,1,4,0
3,13,1,4,0
3,13,1,4,0
2,13,1,2,0
3,13,1,4,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,14,1,2,0
3,13,1,2,0
3,14,2,3,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
13,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,11,1,2,0
3,14,1,2,0
3,14,2,3,0
3,12,1,2,0
3,12,1,2,0
3,13,1,2,0
3,13,1,4,0
3,13,1,4,0
3,14,1,2,0
3,12,1,2,0
3,14,1,2,0
3,14,1,1.84,0
14,3,2,1,0
3,14,1,1.6,0
3,14,1,2,0
3,14,2,3.2,0
3,14,1,2,0
3,14,2,3,0
3,14,2,3,0
3,14,1,2,0
3,12,1,2,0
3,12,1,2,0
3,14,1,2,0
3,14,2,3,0
3,14,2,3,0
3,14,1,2,0
3,12,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,1.67,0
3,12,1,2,0
11,3,2,1,0
11,3,2,1,0
3,14,2,3.6,0
11,3,2,1,0
13,3,2,1,0
3,14,1,1.78,0
3,14,1,1.75,0
13,3,4,1,0
3,14,1,1.82,0
1,12,1.36,16,0
3,9,1,2,0
14,13,1,3,0
3,13,1,4,0
3,11,0.97,2,0
14,16,72,144,0
2,11,1,2,0
2,12,1,2,0
3,14,1,1.67,0
2,11,1,2,0
2,11,1,2,0
2,12,1,2,0
2,13,1,7,0
15,10,22.4,20,0
3,14,1,1.7,0
3,14,1,1.71,0
3,14,1,1.73,0
2,14,1,5,0
5,16,2,5,0
6,4,1,1,0
1,17,2,1,0
5,15,3,2,0
11,7,31,9,0
13,4,3,2,0
3,15,3,2,0
5,15,4,3,0
1,17,3,2,0
10,16,1,1,0
10,16,1,1,0
4,17,1,4,0
11,10,4,1,0
10,16,1,1,0
2,17,1,2,0
10,14,12,5,0
13,16,5,3,0
15,17,1,5,0
11,17,1,1,0
3,17,1,2,0
3,16,1,2,0
3,15,1,2,0
3,16,1,1.82,0
3,16,1,1.8,0
3,16,1,1.85,0
3,16,1,1.83,0
3,16,1,1.83,0
3,16,1,1.85,0
4,15,5,9,0
14,16,1,2,0
5,14,3,1,0
5,15,3,1,0
5,15,3,1,0
5,15,3,1,0
4,15,3,1,0
5,15,2.96,0.96,0
3,14,3,1,0
3,16,1,1.9,0
3,16,1,1.9,0
3,16,1,1.9,0
4,15,3,1,0
3,16,1,1.9,0
5,15,3,1,0
3,16,1,1.8416,0
3,16,1,1.9,0
3,16,1,1.9,0
4,1,1,1,0
4,1,1,1,0
4,15,3,1,0
5,15,3,1,0
4,15,3,1,0
4,15,3,1,0
3,14,3,1,0
4,14,3,1,0
14,3,1,3,0
5,14,3,1,0
3,14,3,1,0
5,14,3,1,0
4,14,3,1,0
3,15,3,1,0
5,14,3,1,0
4,14,3,1,0
4,14,3,1,0
4,1,1,1,0
3,16,1,1.9,0
3,15,3,1,0
3,16,1,1.9,0
3,16,1,1.9,0
3,16,1,1.9,0
3,16,1,1.9,0
3,16,1,1.9,0
14,17,2,2,0
4,1,1,0.5,0
14,4,1,3,0
10,16,1,2,0
15,16,2,3,0
13,16,2,5,0
4,16,5,4,0
5,16,5,4,0
4,1,1,1.98,0
4,1,1,2,0
15,17,1,5,0
5,15,4,5,0
10,15,12,5,0
5,15,4,5,0
3,17,1,5,0
3,14,1,2,0
5,15,5,4,0
1,16,5,3,0
13,16,5,3,0
7,16,0.98,2,0
10,1,1,0.778,0
16,4,4,5,0
6,15,5,4,0
5,16,5,4,0
1,1,1,1,0
5,15,5,4,0
5,16,5,4,0
4,16,5,4,0
5,16,1,2,0
3,17,1,2.31,0
5,15,5,4,0
4,16,4,5,0
10,14,12,5,0
1,12,5,19,0
11,3,4,1,0
11,3,4,1,0
11,3,4,1,0
11,3,4,1,0
3,2,5,41,0
5,15,5,4,0
13,3,4,9,0
6,10,1,4,0
5,16,5,4,0
10,6,4,1,0
10,4,11,9,0
10,4,11,9,0
4,16,5,4,0
7,16,1,2,0
12,1,18.84,5.47,0
6,11,1,4,0
3,11,1,4,0
3,11,1,4,0
11,3,4,1,0
4,11,1,4,0
3,11,1,4,0
5,11,1,4,0
3,11,1,4,0
3,13,9,4,0
4,10,9,11,0
3,2,5,41,0
2,3,41,5,0
3,2,5,41,0
3,2,5,41,0
15,5,5,4,0
4,16,21,8,0
5,16,5,4,0
11,7,4,1,0
1,16,3,22,0
4,16,1,1.25,0
5,16,21,8,0
11,4,4,1,0
4,16,5,4,0
10,6,8.11,1.89,0
2,13,9,4,0
12,1,19,5,0
14,16,1,2,0
8,14,4,1,0
14,1,1,4,0
5,16,1,2,0
13,13,1,1,0
3,17,1,4,0
11,15,1,3,0
5,16,1,2,0
7,17,1,4,0
3,16,8,9.84,0
1,14,1,1,0
15,16,2,3,0
11,16,1,1,0
1,12,15,16,0
1,14,1,1,0
10,14,21,8,0
13,10,21,8,0
3,17,1,4,0
13,10,21,8,0
13,2,1,1,0
3,4,28,1,0
13,17,10,12,0
13,16,2,3,0
5,15,1,0.64,0
1,17,1,1,0
1,15,1,3,0
5,16,1.1,1.05,0
5,16,1,1.6,0
8,14,1,2,0
10,16,1,1,0
3,16,0.88,2.12,0
12,10,1,1,0
8,14,0.82,2,0
11,11,1,1,0
8,10,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
8,16,1,1,0
13,7,1,1,0
13,7,0.89,1.11,0
13,7,1.1,0.9,0
13,4,1,1,0
11,3,1,1,0
11,3,1,1,0
11,4,1,1,0
11,4,1,3,0
11,4,1,3,0
11,12,3,1,0
2,15,1,3,0
15,3,1,1,0
15,1,1,1,0
15,1,1,1,0
2,14,1,1,0
12,3,1,1,0
12,3,1,1,0
12,10,1,1,0
12,3,1,1,0
12,10,1,1,0
12,4,3,1,0
9,10,1,1,0
11,13,1,2,0
11,10,3,1,0
11,3,1,1,0
11,4,1,1,0
11,4,1,3,0
3,13,1,1,0
3,12,1,1,0
3,14,1,1,0
8,10,1,1,0
13,3,1,3,0
13,4,1,1,0
13,3,1,1,0
3,13,1,1,0
12,10,1,1,0
12,10,1,1,0
12,10,2,1,0
12,4,1,1,0
12,4,1,1,0
9,7,1,1,0
9,5,1,1,0
9,4,1,1,0
9,4,1.1,0.9,0
9,5,1,1,0
10,2,3,1,0
7,10,1,1,0
7,10,1,1,0
7,10,1,1,0
7,9,1,1,0
5,9,1,1,0
5,8,1,1,0
10,10,1,1,0
10,12,1,1,0
14,2,3,1,0
14,3,1,1,0
10,14,3,1,0
10,4,5,3,0
10,12,1,1,0
10,5,1,1,0
10,12,1,1,0
9,4,1,1,0
9,5,1,1,0
