A,B,x,y,Chiral
13,3,1,3,0
13,3,3,1,0
13,10,1,1,0
13,10,1,3,0
13,10,0.9,1.1,0
13,3,1,3,0
13,10,1.08,2.92,0
13,10,1,3,0
13,3,1,3,0
13,9,1,1,0
13,8,1,1,0
13,3,3,1,0
13,3,1,3,0
13,3,3,1,0
13,3,3,1,0
13,3,3,1,0
3,12,1,1,0
3,13,1,1,0
3,13,1,3,0
3,9,1,3,0
3,2,1,1,0
3,14,1,3,0
3,10,1,3,0
3,10,1,3,0
3,9,1,1,0
3,14,1,3,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
3,16,1,1,0
3,12,1,1,0
4,9,1,3,0
4,8,1,1,0
4,10,1,1,0
4,9,1,1,0
4,9,1,3,0
4,8,1,1,0
4,7,1,1,0
12,3,1,1,0
12,3,1,1,0
12,1,1,1,0
12,3,1,1,0
12,2,1,1,0
12,7,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,2,1,1,0
12,3,1,1,0
12,4,1,3,0
12,13,1,1,0
12,13,3,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,4,3,1,0
3,13,1,1,0
3,13,1,3,0
3,9,1,1,0
3,2,1,1,0
3,14,1,3,0
3,10,1,1,0
3,10,1,3,0
3,10,1,3,0
3,9,1,1,0
3,14,1,3,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
11,13,1,1,0
9,3,1,1,0
9,5,3,1,0
9,3,3,1,0
9,3,3,1,0
9,3,1,1,0
9,5,3,1,0
9,4,3,1,0
9,3,1,1,0
9,3,3,1,0
9,5,3,1,0
9,3,1,1,0
9,3,1,1,0
9,4,1,1,0
9,4,3,1,0
3,2,1,1,0
3,14,1,3,0
3,10,1,3,0
3,10,1,3,0
3,14,1,3,0
3,14,3,1,0
3,13,1,1,0
3,13,1,3,0
3,13,3,1,0
3,12,1,1,0
1,14,1,1,0
1,10,1,1,0
1,13,1,1,0
3,2,1,1,0
3,14,1,3,0
3,10,1,1,0
3,10,1,3,0
3,10,1,3,0
3,9,1,1,0
3,8,1,1,0
3,13,1,3,0
3,12,1,1,0
2,3,1,1,0
2,10,1,1,0
2,3,1,1,0
2,9,1,1,0
2,3,1,1,0
2,2,1,1,0
2,3,1,1,0
2,13,1,1,0
2,3,1,1,0
2,3,1,1,0
7,10,1,1,0
7,10,1,3,0
7,10,1,1,0
7,10,1,3,0
7,10,3,1,0
7,9,1,1,0
7,9,3,1,0
7,5,1,1,0
7,12,1,1,0
7,12,1,3,0
1,14,1,3,0
5,9,1,3,0
5,8,1,1,0
5,8,1,3,0
5,12,1,3,0
3,14,1,3,0
3,10,1,3,0
3,10,1,3,0
3,14,1,3,0
3,13,1,1,0
3,13,1,3,0
3,13,3,1,0
3,12,1,1,0
10,3,1,1,0
10,14,3,1,0
10,4,1,1,0
10,12,1,1,0
3,10,1,3,0
3,9,1,3,0
3,14,1,3,0
3,13,3,1,0
8,4,1,1,0
8,4,1,1,0
3,9,1,3,0
14,3,1,3,0
14,3,3,1,0
14,10,1,3,0
14,3,1,3,0
14,3,3,1,0
14,3,3,1,0
14,3,3,1,0
14,3,3,1,0
14,3,3,1,0
14,3,3,1,0
14,3,3,1,0
10,3,3,1,0
10,3,3,1,0
10,3,1,1,0
10,3,3,1,0
10,3,3,1,0
10,14,3,1,0
10,3,3,1,0
10,3,3.2,0.8,0
10,4,1,1,0
10,4,3,1,0
10,3,1,1,0
10,3,3,1,0
10,3,3,1,0
10,3,1,1,0
10,3,3,1,0
10,3,3,1,0
10,3,1,1,0
10,3,3,1,0
10,3,3,1,0
10,14,3,1,0
10,3,3,1,0
10,4,1,1,0
10,3,3,1,0
10,5,1,3,0
10,5,3,1,0
10,3,3,1,0
10,3,3,1,0
10,12,3,1,0
10,4,1,1,0
10,4,3,1,0
3,9,1,3,0
3,8,1,1,0
3,14,1,3,0
7,4,1,1,0
9,3,1,1,0
9,3,3,1,0
9,3,1,1,0
9,5,3,1,0
9,3,1,1,0
9,3,3,1,0
9,4,1,1,0
9,4,3,1,0
9,3,1,1,0
9,3,3,1,0
9,5,3,1,0
9,3,1,1,0
9,4,1,1,0
9,4,3,1,0
8,3,1,1,0
8,4,1,1,0
8,3,3,1,0
8,5,1,1,0
8,4,1,1,0
3,12,1,1,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
14,3,3,1,0
14,3,3,1,0
14,4,1,3,0
14,3,3,1,0
14,3,3,1,0
14,3,3,1,0
2,13,1,1,0
5,7,1,1,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
7,4,1,1,0
7,5,1,1,0
3,13,1,3,0
4,12,1,3,0
13,3,1,1,0
13,3,3,1,0
13,3,3,1,0
13,3,1,1,0
13,3,3,1,0
13,3,1,1,0
13,3,3,1,0
3,12,1,1,0
3,12,1,1,0
12,4,1,1,0
5,12,1,3,0
7,14,3,1,0
3,13,1,3,0
4,13,2.24,1.76,0
3,15,1,1,0
1,13,1,5.67,0
1,13,1,5.68,0
11,12,1,1,0
11,3,1,1,0
11,3,1,1,0
3,14,1,3,0
3,16,1,1,0
3,15,1,1,0
13,3,1,1,0
13,3,3,1,0
13,3,3,1,0
13,8,1,1,0
3,2,1.04,0.96,0
13,3,3,1,0
1,12,1,11,0
1,12,1,11,0
10,13,0.92,1.05,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
13,3,3,1,0
14,3,3,1,0
13,3,3,1,0
13,3,1,3,0
13,3,3,1,0
11,13,1,1,0
11,10,3,1,0
13,6,1,1,0
13,4,3,1,0
4,13,3,1,0
3,13,1,6,0
3,11,1,1,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,0.75,6,0
3,13,1,5.7,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
2,16,1,1,0
4,2,1,1,0
3,12,1,11,0
3,12,1,11,0
3,12,1,11,0
3,12,1,11,0
3,12,1,11,0
3,12,1,11,0
3,12,1,11,0
3,12,1,11,0
3,9,1,3,0
6,9,1,3,0
11,10,3,1,0
8,9,1,1,0
3,13,3,1,0
3,13,3,1,0
14,10,1,3,0
14,3,3,1,0
12,10,1,3,0
13,3,3,1,0
13,3,3,1,0
13,3,1,3,0
13,3,3,1,0
13,10,1,1,0
13,3,1,3,0
13,3,3,1,0
13,10,1,3,0
13,3,3,1,0
13,9,1,1,0
13,3,3,1,0
13,3,3,1,0
13,3,1,3,0
13,3,3,1,0
13,3,3,1,0
13,3,1,1,0
13,3,3,1,0
13,3,1,1,0
13,3,3,1,0
13,3,1,1,0
13,4,1,3,0
7,1,1,1,0
5,14,3,1,0
3,14,1,3,0
3,14,3,1,0
3,13,1,3,0
3,13,3,1,0
3,12,1,1,0
10,4,3,1,0
3,16,1,1,0
8,5,1,1,0
15,14,1,1,0
3,14,1,3,0
14,3,3,1,0
3,13,1,3,0
13,3,1,1,0
13,2,1,3,0
13,2,3,1,0
13,10,1,1,0
13,10,1,3,0
13,3,1,1,0
13,3,1,3,0
13,3,1,3,0
13,3,1,1,0
13,17,1,3,0
11,16,0.25,0.75,0
11,15,0.25,0.75,0
11,15,0.25,0.75,0
11,16,0.25,0.75,0
11,16,0.3,0.7,0
3,15,1,1,0
3,14,3,1,0
6,9,1,3,0
6,15,0.1,0.9,0
11,3,1,1,0
11,3,1,1,0
3,16,0.5,0.5,0
14,3,3,1,0
14,5,1,3,0
4,10,0.8,3.2,0
13,15,0.4,0.6,0
9,3,3,1,0
9,4,1,1,0
2,3,1,1,0
3,16,0.5,0.5,0
10,15,0.12,0.88,0
6,16,1,3,0
10,15,0.15,0.85,0
3,10,1,3,0
3,13,1,1,0
9,3,1,1,0
8,3,1,1,0
3,3,1,1,0
3,3,1,1,0
12,13,3,1,0
7,14,1.5,0.5,0
11,7,1,1,0
3,14,1,3,0
3,10,1,3,0
10,7,2.94,0.94,0
3,11,1,1,0
3,13,1,1,0
3,11,1,1,0
3,11,1,1,0
8,14,13,3,0
13,2,5.15,3.15,0
2,11,1,1,0
5,8,1,1,0
4,8,1,1,0
4,9,1,1,0
3,11,1,1,0
3,11,1,1,0
1,11,1,1,0
1,11,1,1,0
3,14,1,3,0
3,13,1,1,0
10,13,3,1,0
10,13,1,1,0
10,10,3,1,0
2,10,1,3,0
9,14,1,1,0
3,8,1,3,0
3,10,1,3,0
11,1,0.411,0.589,0
3,11,1,1,0
3,2,1,1,0
5,14,1,0.76,0
8,13,1,1,0
11,10,0.6,0.4,0
4,10,1,1,0
3,10,0.98,3.02,0
3,10,0.96,3.04,0
4,8,1.028,0.972,0
11,10,1,1,0
3,13,1,3,0
3,9,1,3,0
4,9,1,1,0
3,11,1,1,0
3,11,1,1,0
10,13,1.16,0.84,0
10,13,0.89,1,0
10,13,1,1,0
2,12,1,11,0
13,10,1,3,0
3,13,3,1,0
3,13,3,1,0
3,13,3,1,0
13,10,1.16,2.84,0
9,12,1,1,0
3,14,1,3,0
3,14,3,1,0
4,10,1,1,0
13,3,6,1,0
3,14,1,2.85,0
3,14,1,2.85,0
3,14,1,2.85,0
8,10,3,1,0
2,10,1,3,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,14,1,1,0
8,4,1,1,0
3,10,1,3,0
3,9,1,3,0
8,9,1,1,0
8,9,9,7,0
8,9,15,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,14,3,1,0
3,14,3,1,0
3,14,3,1,0
3,14,1,3,0
6,15,1,1,0
3,15,1,1,0
3,15,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
2,3,1,1,0
12,16,1,1,0
12,16,1,1,0
3,15,1,1,0
3,15,1,1,0
4,11,1,1,0
4,10,1,1,0
4,10,1,3,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
13,5,3,1,0
13,4,3,1,0
3,15,1,1,0
7,13,1,1,0
10,15,1,1,0
11,10,3,1,0
11,10,1,3,0
3,14,1,1,0
3,14,1,1,0
4,14,1,1,0
4,15,1,1,0
13,3,1,1,0
13,3,1,1,0
2,16,1,1,0
4,8,1,1,0
4,12,1,1,0
7,15,1,1,0
13,11,1,3,0
9,15,1,1,0
3,15,1,1,0
4,15,1,1,0
4,15,1,1,0
5,15,1,1,0
5,15,1,1,0
5,15,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,15,1,1,0
4,10,1,1,0
4,9,1,1,0
4,8,1,3,0
4,9,1,3,0
4,8,1,3,0
4,9,1,3,0
4,10,1,3,0
4,8,1,3,0
4,9,1,3,0
4,10,1,3,0
4,8,1,3,0
4,9,1,3,0
4,10,1,3,0
4,8,1,3,0
4,10,1,3,0
4,8,1,3,0
4,10,1,3,0
13,11,0.825,3,0
13,10,0.825,3,0
14,15,3,2,0
4,14,1,1,0
5,14,1,1,0
6,14,1,1,0
7,14,1,1,0
8,14,1,1,0
9,14,1,1,0
10,14,1,1,0
10,4,1,1,0
3,12,1,1,0
3,12,1,1,0
3,12,1,1,0
3,12,1,1,0
12,15,1,1,0
8,1,1,3,0
2,10,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
15,3,1,1,0
3,15,1,1,0
3,15,1,1,0
7,15,1,1,0
8,15,1,1,0
9,13,3,1,0
9,6,3,1,0
9,5,3,1,0
9,5,3,1,0
9,6,3,1,0
9,6,3,1,0
9,7,3,1,0
9,8,3,1,0
9,10,3,1,0
9,13,1,1,0
9,6,1,1,0
9,5,1,1,0
9,5,1,1,0
9,5,1,1,0
9,6,1,1,0
9,6,1,1,0
9,7,1,1,0
9,10,1,1,0
3,12,1,1,0
3,11,1,1,0
3,12,1,1,0
3,4,1,1,0
3,13,1,1,0
5,10,3,1,0
5,8,3,1,0
5,6,3,1,0
10,5,3,1,0
10,6,3,1,0
8,5,3,1,0
8,6,3,1,0
6,5,3,1,0
6,10,3,1,0
6,8,3,1,0
5,14,1,1,0
14,16,1,1,0
3,11,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,13,1,3,0
3,15,1,1,0
3,15,1,1,0
7,14,1,1,0
7,15,1,1,0
10,13,3,1,0
10,15,3,1,0
3,13,1,3,0
3,15,1,1,0
3,15,1,1,0
1,1,1,1,0
3,15,1,1,0
2,16,1,1,0
6,15,1,1,0
7,15,1,1,0
8,15,1,1,0
9,15,1,1,0
10,15,1,1,0
11,15,1,1,0
12,15,1,1,0
4,13,1,3,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
4,13,1,3,0
3,12,1,1,0
3,12,1,1,0
3,12,1,1,0
3,12,1,1,0
3,12,1,1,0
6,15,1,1,0
9,13,1,1,0
9,13,1,1,0
2,16,1,1,0
1,18,1,1,0
2,18,1,1,0
2,18,1,1,0
1,16,1,1,0
10,11,1,1,0
11,10,3,1,0
11,10,1,3,0
10,10,1,3,0
10,10,3,1,0
11,10,1,3,0
13,3,1,3,0
11,3,1,1,0
13,10,1,1,0
13,8,1,1,0
7,16,1,3,0
17,3,3,1,0
3,13,1,3,0
3,13,1,3,0
13,2,3,1,0
13,2,3,1,0
13,2,1,1,0
13,2,1,1,0
2,2,1,1,0
1,15,1,1,0
10,6,3,1,0
10,4,3,1,0
10,6,1,1,0
10,6,1,3,0
10,4,1,1,0
10,4,1,3,0
4,6,3,1,0
4,6,1,1,0
4,6,1,3,0
4,5,3,1,0
4,5,1,1,0
4,5,1,3,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
5,14,3.2,0.8,0
1,14,8,46,0
6,16,3,1,0
5,14,3,1,0
1,14,8,46,0
1,14,8,46,0
1,14,8,46,0
5,14,3,1,0
3,1,1,3,0
1,14,6.8,45.3,0
1,14,7.4,45,0
5,14,3,1,0
10,16,3,4,0
6,14,3,1,0
6,14,3,1,0
1,14,8,46,0
3,1,1,3,0
4,9,3,1,0
10,1,1,0.649,0
2,14,3,60,0
10,16,3.4,4,0
4,15,3,1,0
6,15,3.2,0.8,0
5,15,3,1,0
3,1,1,3,0
5,15,3,1,0
5,14,3,1,0
6,14,3,1,0
2,14,8,42.9,0
2,14,8,46,0
1,14,7.62,46.63,0
1,14,6.148,46.27,0
1,14,7.52,44.05,0
5,15,3,1,0
5,15,3,1,0
6,14,3,1,0
6,14,3,1,0
13,6,1,3,0
13,5,1,3,0
2,14,7.76,45.5,0
1,12,3,20,0
1,12,3,20,0
1,14,8,44,0
1,14,8,44.24,0
2,14,7.76,46,0
2,14,6.63,46,0
13,5,1,3,0
11,5,1,3,0
11,5,1,3,0
11,4,1,3,0
11,5,1,3,0
11,12,1,3,0
11,4,1,3,0
2,6,1,3,0
15,5,1,3,0
15,5,0.25,0.75,0
6,16,3,1,0
9,5,1,3,0
6,13,3,1,0
6,9,3,1,0
6,9,2.88,1.12,0
6,8,3,1,0
6,10,3,1,0
6,8,3.14,0.86,0
6,8,3,1,0
13,6,1,3,0
13,5,1,3,0
13,5,1,3,0
13,4,0.8,3.2,0
12,4,1,3,0
12,4,1,3,0
9,6,1,3,0
9,6,0.94,3.06,0
9,5,1,3,0
9,4,1,3,0
9,5,1,3,0
6,8,3,1,0
6,10,3,1,0
6,14,3,1,0
6,4,3,1,0
5,8,3,1,0
5,14,3,1,0
5,10,3,1,0
5,9,3,1,0
5,14,3,1,0
5,16,3,1,0
5,13,3,1,0
10,5,0.9,3.1,0
10,5,0.97,3.03,0
13,6,3.1,0.9,0
14,5,1,3,0
10,5,1,3,0
10,4,1,3,0
10,5,1,3,0
7,5,5.68,2.32,0
9,5,1,3,0
15,4,1,3,0
14,5,1,3,0
14,5,1,3,0
14,4,1,3,0
2,14,7.6,46,0
2,14,8,42.84,0
14,5,1,3,0
9,13,1,3,0
5,13,3,1,0
4,15,3,1,0
14,16,1,1,0
12,5,1,3,0
6,9,3,1,0
1,14,4,23,0
5,8,3,1,0
5,13,3,1,0
14,6,1,3,0
14,5,1,3,0
14,5,3,1,0
13,5,1,3,0
5,13,3,1,0
9,6,0.92,3,0
10,5,1,3,0
7,5,2.82,1.15,0
1,14,6.95,46,0
1,14,6.19,46,0
14,4,1.333,6.667,0
14,4,1.6,6.4,0
5,11,2.99,1.01,0
1,14,8,44,0
1,14,8,44.6,0
1,14,7.46,46,0
14,6,1,3,0
1,17,1,3,0
1,14,7.3,46,0
1,14,6.9,46,0
1,14,7.8,46,0
1,14,4,23,0
14,1,44,8,0
2,14,6.18,46,0
2,14,6.2,46,0
2,14,6.31,46,0
2,14,6.62,46,0
1,14,8,44.4,0
2,14,7.27,46,0
2,14,2,46,0
2,14,6,46,0
14,16,1,2,0
4,10,3,1,0
2,16,1,1,0
13,11,3,1,0
13,10,3,1,0
13,9,3,1,0
8,1,1,3,0
10,15,3,1,0
4,14,3,1,0
6,13,3,1,0
15,16,2,3,0
14,16,2,1,0
11,16,2,1,0
2,15,3,2,0
6,15,1,1,0
11,16,2,1,0
1,16,2,1,0
1,16,2,1,0
11,16,2,1,0
10,16,2,1,0
10,16,1,2,0
4,16,2,1,0
11,16,2,3,0
14,16,1,2,0
5,15,1,1,0
3,15,1,1,0
3,15,1,1,0
5,15,1,0.9,0
3,15,1,1,0
2,17,1,2,0
15,16,2,3,0
6,14,23,6,0
3,2,1,3,0
9,16,1,1,0
1,13,3,1,0
9,3,4,11,0
3,8,11,4,0
2,1,6,23,0
6,16,3,1,0
4,1,1,1.628,0
11,17,1,1,0
2,17,1,2,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
11,16,1.8,1,0
10,16,1,1,0
7,16,1,1,0
4,14,1,1,0
7,16,1,1,0
1,17,1,1,0
4,15,1,0.9,0
2,16,1,1,0
1,17,1,1,0
1,17,1,1,0
3,16,1,1,0
2,13,2,1,0
14,17,1,2,0
1,17,1,1,0
1,17,1,1,0
3,16,1,1,0
4,14,1,1,0
5,14,1,1,0
4,14,1,1,0
3,14,1,0.44,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
3,14,1,0.4,0
5,15,1,1,0
1,16,2,1,0
1,1,1,0.984,0
3,13,1,12,0
3,14,1,1,0
3,15,1,1,0
3,15,1,2,0
3,16,1,1,0
7,16,1,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
3,16,1,1,0
3,13,1,12,0
2,14,2,1,0
3,15,1,1,0
3,15,1,0.976,0
6,1,1,2,0
16,16,1,2,0
3,16,1,1,0
1,16,2,1,0
1,17,1,1,0
3,15,1,1,0
4,15,1,1,0
5,14,1,1,0
5,14,1,1,0
2,16,1,1,0
2,16,1,1,0
2,16,1,1,0
1,17,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
9,14,1,2,0
16,17,1,4,0
1,17,1,1,0
1,17,1,1,0
2,14,1,2,0
1,1,1,1,0
5,16,1,1,0
3,16,1,1.99,0
12,17,1,2,0
3,16,1,2,0
3,16,1,2,0
1,17,1,1,0
1,17,1,1,0
3,16,1,2,0
2,16,1,1,0
2,16,1,1,0
2,16,1,1,0
3,16,1,2,0
3,16,1,1.81,0
13,16,2,1,0
13,16,1,1,0
3,17,1,2,0
3,16,1,2.34,0
2,16,1,1,0
1,16,2,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
4,13,1,12,0
1,1,1,1,0
3,16,1,2,0
11,16,7.2,4,0
4,14,1,0.981,0
12,16,1,1,0
2,16,1,1,0
2,17,1,2,0
9,16,9,8,0
8,16,0.974,1,0
8,16,0.942,1,0
4,15,1,1,0
8,16,0.902,1,0
8,16,0.911,1,0
8,16,0.918,1,0
8,16,0.929,1,0
8,16,0.932,1,0
8,16,0.944,1,0
2,16,1,1,0
1,17,1,1,0
11,17,1,1,0
3,16,1,1,0
2,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,15,1,1,0
3,15,1,1,0
3,14,1,1,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,0.91,2,0
12,16,1,1,0
12,16,1,1,0
8,15,1,0.0324,0
8,15,1,0.0499,0
8,15,1,0.056,0
8,15,1,0.0589,0
8,15,1,0.076,0
8,15,1,0.088,0
8,15,1,0.0897,0
8,15,1,0.0935,0
8,15,1,0.0939,0
8,15,1,0.095,0
3,16,1,1,0
12,17,1,2,0
2,17,1,2.05,0
12,16,1,1,0
2,17,1,2,0
9,15,1.92,1,0
9,15,2,1,0
5,16,1,1,0
1,1,1,1,0
1,1,1,1,0
3,16,1,1,0
3,16,1,1,0
14,16,1,1,0
14,16,1,1,0
6,15,1,1,0
14,16,1,1,0
11,16,1.8,1,0
8,16,1,1,0
15,1,1,3,0
16,17,1,4,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
1,16,2,1,0
2,16,1,1,0
2,16,1,1,0
3,15,1,1,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
13,17,1,1,0
13,17,1,1,0
11,17,1,1,0
3,16,1,0.95,0
3,16,1,1.03,0
5,16,1,0.9,0
5,16,1,1.15,0
6,16,1,0.87,0
6,16,1,1.01,0
5,16,1,1,0
15,16,1,1.5,0
3,15,1,1,0
3,14,1,0.8,0
11,16,2,1,0
1,15,3,10.08,0
4,1,1,1.5,0
2,17,1,2,0
11,17,1,1,0
1,17,1,1,0
3,16,3,4,0
10,13,1,1,0
4,15,0.76,1,0
11,16,1,1,0
2,17,1,2,0
13,15,1,1,0
2,14,2,1,0
3,1,1,2.25,0
11,16,2,1,0
9,8,0.88,0.12,0
9,10,0.83,0.17,0
9,10,0.57,0.43,0
4,17,1,2,0
3,13,1,12,0
3,16,1,2.016,0
3,16,1,1.97,0
7,14,23,6,0
1,1,1,1,0
1,1,1,1,0
1,15,3,1,0
3,15,1,1,0
3,16,7.24,8,0
1,14,3,60,0
11,17,1,1,0
1,14,3,60,0
8,16,0.95,1,0
8,16,0.945,1,0
8,16,0.92,1,0
8,16,0.914,1,0
8,16,0.888,1,0
8,16,0.88,1,0
8,16,0.928,1,0
8,16,0.916,1,0
8,16,0.913,1,0
1,17,1,1,0
1,17,1,1,0
3,16,0.962,0.9954,0
3,16,0.896,1.0048,0
11,17,1,1,0
11,17,1,1,0
14,16,60,2,0
1,14,6,60,0
1,14,3,60,0
1,14,2,60,0
1,14,2.923,60,0
1,14,2.41,60,0
2,14,2,1,0
1,16,1.976,1,0
8,16,0.925,1,0
10,1,1,0.66,0
10,1,1,0.64,0
11,16,2,1,0
10,1,1,0.75,0
5,16,1,0.76,0
8,16,0.909,1,0
1,16,1.944,1,0
8,15,4,0.94,0
3,16,4,8.938,0
3,1,1,2.25,0
3,14,1,2,0
3,1,1,2.44,0
2,14,7,1,0
4,1,1,2,0
10,1,1,0.6,0
9,15,2,1,0
4,14,1,0.957,0
4,14,1,0.957,0
4,14,1,0.901,0
5,14,1,0.845,0
5,14,1,0.84,0
5,14,1,0.957,0
3,14,1,1,0
1,1,1,1,0
6,14,1,1,0
3,14,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,15,1,1,0
2,16,1,1,0
4,16,0.78,0.937,0
3,15,1,1,0
3,1,1,2,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
13,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
14,15,1,1,0
16,15,1,1,0
3,15,1,1,0
4,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,1,1,2.73,0
1,16,1,2,0
3,13,1,1,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,14,1,1,0
4,13,1,1,0
13,15,1,1,0
13,16,1,1,0
1,15,3,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,1,1,2,0
4,1,1,1.971,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
9,16,9,8,0
3,1,1,2,0
3,1,1,2,0
3,1,1,2,0
3,1,1,2,0
3,1,1,2,0
1,15,3,1,0
3,15,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
3,16,1,1,0
15,16,1,1,0
15,16,1,1,0
5,14,1,0.87,0
4,16,1,1,0
14,16,1,1,0
4,13,1,1,0
4,15,1,1,0
7,14,3,1,0
7,16,1,1,0
3,15,1,1,0
5,14,1,0.75,0
5,15,1,0.844,0
3,15,1,0.87,0
5,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,1,1,2.51,0
11,14,5,2,0
10,14,1,2,0
3,15,1,1,0
10,15,3,1,0
3,14,1,1,0
3,14,1,0.6,0
2,14,1,2,0
3,16,1,1.66,0
13,15,1,1,0
13,15,1,1,0
13,15,1,1,0
1,1,1,1,0
1,15,3,11.68,0
1,15,3,1,0
1,14,2,2,0
1,14,2,2,0
1,14,2,2,0
3,1,1,3.01,0
3,1,1,3.05,0
1,15,3,8,0
3,15,1,1,0
2,14,1,2,0
3,1,1,2.61,0
4,16,1,2,0
10,13,1,2,0
8,14,3,1,0
3,1,1,2,0
4,16,1,1,0
3,17,1,2,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
14,16,1,1,0
3,16,1,1,0
3,16,1,1,0
4,16,1,1,0
14,15,1,1,0
3,16,1,1,0
3,16,1,1,0
14,16,1,1,0
15,16,1,2,0
3,1,1,2,0
3,15,1,1,0
3,15,1,1,0
12,16,1,1,0
12,16,1,1,0
3,1,1,2,0
3,1,1,2.146,0
3,1,1,3,0
3,1,1,2.964,0
3,1,1,2.96,0
3,1,1,2.76,0
3,1,1,2.48,0
3,16,1,1,0
3,16,1,2,0
3,16,1,1,0
3,15,1,1,0
3,1,1,2,0
3,15,1,1,0
3,15,1,1,0
3,16,1,1,0
3,15,1,1,0
3,16,1,1,0
3,16,1,1,0
3,14,1,1,0
7,14,1,1,0
3,14,1,2,0
3,14,2,1,0
4,14,1,0.9,0
14,16,1,2,0
10,16,1,1,0
1,16,2,1,0
1,16,1,2,0
3,16,1,1,0
3,16,2,3,0
3,16,1,2,0
3,16,1,1,0
3,15,1,1,0
14,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
