Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
216,42709,F -4 3 m,Cu1.95 S,Cu1.95,Cu,1.95,11,4,S,S,1,16,3,Cubic,,
216,42710,F -4 3 m,Cu1.8 S,Cu1.8,Cu,1.8,11,4,S,S,1,16,3,Cubic,,
216,43359,F -4 3 m,Ga As,Ga,Ga,1,13,4,As,As,1,15,4,Cubic,,
216,43409,F -4 3 m,Sn S,Sn,Sn,1,14,5,S,S,1,16,3,Cubic,,
216,43550,F -4 3 m,In2 Te3,In2,In,2,13,5,Te3,Te,3,16,5,Cubic,,
216,43871,F -4 3 m,As B,As,As,1,15,4,B,B,1,13,2,Cubic,,
216,44328,F -4 3 m,Ga Sb,Ga,Ga,1,13,4,Sb,Sb,1,15,5,Cubic,,
216,40751,F -4 3 m,Li21 Si5,Li21,Li,21,1,2,Si5,Si,5,14,3,Cubic,,
216,44595,F -4 3 m,Ti B,Ti,Ti,1,4,4,B,B,1,13,2,Cubic,,
216,44724,F -4 3 m,Be S,Be,Be,1,2,2,S,S,1,16,3,Cubic,,
216,44907,F -4 3 m,Li22 Si5,Li22,Li,22,1,2,Si5,Si,5,14,3,Cubic,,
216,76205,F -4 3 m,Mn S,Mn,Mn,1,7,4,S,S,1,16,3,Cubic,,
216,76753,F -4 3 m,Ga1.33 S2,Ga1.33,Ga,1.33,13,4,S2,S,2,16,3,Cubic,,
216,76754,F -4 3 m,Ga1.33 Se2,Ga1.33,Ga,1.33,13,4,Se2,Se,2,16,4,Cubic,,
216,76755,F -4 3 m,Ga1.33 Te2,Ga1.33,Ga,1.33,13,4,Te2,Te,2,16,5,Cubic,,
216,76756,F -4 3 m,In1.33 Te2,In1.33,In,1.33,13,5,Te2,Te,2,16,5,Cubic,,
216,76757,F -4 3 m,In1.33 S2,In1.33,In,1.33,13,5,S2,S,2,16,3,Cubic,,
216,52273,F -4 3 m,Cu F,Cu,Cu,1,11,4,F,F,1,17,2,Cubic,,
216,52601,F -4 3 m,Ag Se,Ag,Ag,1,11,5,Se,Se,1,16,4,Cubic,,
216,77082,F -4 3 m,Zn S,Zn,Zn,1,12,4,S,S,1,16,3,Cubic,,
216,77087,F -4 3 m,Ga P,Ga,Ga,1,13,4,P,P,1,15,3,Cubic,,
216,77375,F -4 3 m,Cu1.8 Se,Cu1.8,Cu,1.8,11,4,Se,Se,1,16,4,Cubic,,
216,77903,F -4 3 m,Pd10 Te3,Pd10,Pd,10,10,5,Te3,Te,3,16,5,Cubic,,
216,53343,F -4 3 m,Cu7.16 Se4,Cu7.16,Cu,7.16,11,4,Se4,Se,4,16,4,Cubic,,
216,53354,F -4 3 m,Cu2.86 Te2,Cu2.86,Cu,2.86,11,4,Te2,Te,2,16,5,Cubic,,
216,53874,F -4 3 m,Ge P,Ge,Ge,1,14,4,P,P,1,15,3,Cubic,,
216,53944,F -4 3 m,Be Se,Be,Be,1,2,2,Se,Se,1,16,4,Cubic,,
216,53945,F -4 3 m,Be Te,Be,Be,1,2,2,Te,Te,1,16,5,Cubic,,
216,53956,F -4 3 m,Sn Te,Sn,Sn,1,14,5,Te,Te,1,16,5,Cubic,,
216,53968,F -4 3 m,Sn Sb,Sn,Sn,1,14,5,Sb,Sb,1,15,5,Cubic,,
216,93421,F -4 3 m,Li21.1875 Ge5,Li21.1875,Li,21.1875,1,2,Ge5,Ge,5,14,4,Cubic,,
216,240046,F -4 3 m,Li17 Sn4,Li17,Li,17,1,2,Sn4,Sn,4,14,5,Cubic,,
216,58407,F -4 3 m,Au5 Ca,Au5,Au,5,11,6,Ca,Ca,1,2,4,Cubic,,
216,58729,F -4 3 m,Be5 Pd,Be5,Be,5,2,2,Pd,Pd,1,10,5,Cubic,,
216,58730,F -4 3 m,Be Po,Be,Be,1,2,2,Po,Po,1,16,6,Cubic,,
216,58733,F -4 3 m,Be16 Re0.92,Be16,Be,16,2,2,Re0.92,Re,0.92,7,6,Cubic,,
216,58956,F -4 3 m,Cd2.52 Cu3.13,Cd2.52,Cd,2.52,12,5,Cu3.13,Cu,3.13,11,4,Cubic,,
216,102047,F -4 3 m,Cd Po,Cd,Cd,1,12,5,Po,Po,1,16,6,Cubic,,
216,380226,F -4 3 m,Pt4.71 Zn20.85,Pt4.71,Pt,4.71,10,6,Zn20.85,Zn,20.85,12,4,Cubic,,
216,380227,F -4 3 m,Pt5.12 Zn20.47,Pt5.12,Pt,5.12,10,6,Zn20.47,Zn,20.47,12,4,Cubic,,
216,380228,F -4 3 m,Pt4.25 Zn20.33,Pt4.25,Pt,4.25,10,6,Zn20.33,Zn,20.33,12,4,Cubic,,
216,102875,F -4 3 m,Cu5 Dy,Cu5,Cu,5,11,4,Dy,Dy,1,3,6,Cubic,,
216,102882,F -4 3 m,Cu5 Er,Cu5,Cu,5,11,4,Er,Er,1,3,6,Cubic,,
216,102977,F -4 3 m,Cu5 Ho,Cu5,Cu,5,11,4,Ho,Ho,1,3,6,Cubic,,
216,103045,F -4 3 m,Cu5 Lu,Cu5,Cu,5,11,4,Lu,Lu,1,3,6,Cubic,,
216,103101,F -4 3 m,Cu3 Sn,Cu3,Cu,3,11,4,Sn,Sn,1,14,5,Cubic,,
216,103140,F -4 3 m,Cu5 Tm,Cu5,Cu,5,11,4,Tm,Tm,1,3,6,Cubic,,
216,103141,F -4 3 m,Cu5 U,Cu5,Cu,5,11,4,U,U,1,3,7,Cubic,,
216,103165,F -4 3 m,Cu5 Zr,Cu5,Cu,5,11,4,Zr,Zr,1,4,5,Cubic,,
216,103711,F -4 3 m,Fe11.68 Zn39.32,Fe11.68,Fe,11.68,8,4,Zn39.32,Zn,39.32,12,4,Cubic,,
216,104070,F -4 3 m,Gd9.08 Mg45.9,Gd9.08,Gd,9.08,3,6,Mg45.9,Mg,45.9,2,3,Cubic,,
216,104495,F -4 3 m,Ir7 Mg44,Ir7,Ir,7,9,6,Mg44,Mg,44,2,3,Cubic,,
216,105431,F -4 3 m,Ni2 Tm,Ni2,Ni,2,10,4,Tm,Tm,1,3,6,Cubic,,
216,105437,F -4 3 m,Ni5 U,Ni5,Ni,5,10,4,U,U,1,3,7,Cubic,,
216,105472,F -4 3 m,Ni Zn,Ni,Ni,1,10,4,Zn,Zn,1,12,4,Cubic,,
216,105565,F -4 3 m,Os7 Sc44,Os7,Os,7,8,6,Sc44,Sc,44,3,4,Cubic,,
216,105771,F -4 3 m,Po Zn,Po,Po,1,16,6,Zn,Zn,1,12,4,Cubic,,
216,105854,F -4 3 m,Pt3 Zn10,Pt3,Pt,3,10,6,Zn10,Zn,10,12,4,Cubic,,
216,98781,F -4 3 m,U4 O8.94,U4,U,4,3,7,O8.94,O,8.94,16,2,Cubic,,
216,98783,F -4 3 m,U4 O8.95,U4,U,4,3,7,O8.95,O,8.95,16,2,Cubic,,
216,104861,F -4 3 m,Mg44 Rh7,Mg44,Mg,44,2,3,Rh7,Rh,7,9,5,Cubic,,
216,104863,F -4 3 m,Mg43.83 Ru7.17,Mg43.83,Mg,43.83,2,3,Ru7.17,Ru,7.17,8,5,Cubic,,
216,106251,F -4 3 m,Al69 Ta39,Al69,Al,69,13,3,Ta39,Ta,39,5,6,Cubic,,
216,106413,F -4 3 m,Ce0.97 Ni2,Ce0.97,Ce,0.97,3,6,Ni2,Ni,2,10,4,Cubic,,
216,58397,F -4 3 m,Au Be5,Au,Au,1,11,6,Be5,Be,5,2,2,Cubic,,
216,413530,F -4 3 m,Ir43.96 Zn358.94,Ir43.96,Ir,43.96,9,6,Zn358.94,Zn,358.94,12,4,Cubic,,
216,413529,F -4 3 m,Ir38.35 Zn367.3,Ir38.35,Ir,38.35,9,6,Zn367.3,Zn,367.3,12,4,Cubic,,
216,413528,F -4 3 m,Ir36.22 Zn369.79,Ir36.22,Ir,36.22,9,6,Zn369.79,Zn,369.79,12,4,Cubic,,
216,600516,F -4 3 m,As Ga,As,As,1,15,4,Ga,Ga,1,13,4,Cubic,,
216,601018,F -4 3 m,Zr Ni5,Zr,Zr,1,4,5,Ni5,Ni,5,10,4,Cubic,,
216,603942,F -4 3 m,Cu2 Te,Cu2,Cu,2,11,4,Te,Te,1,16,5,Cubic,,
216,604234,F -4 3 m,Ho Cu5,Ho,Ho,1,3,6,Cu5,Cu,5,11,4,Cubic,,
216,606008,F -4 3 m,Al As,Al,Al,1,13,3,As,As,1,15,4,Cubic,,
216,611643,F -4 3 m,Be5 Au,Be5,Be,5,2,2,Au,Au,1,11,6,Cubic,,
216,616209,F -4 3 m,Be5 Co,Be5,Be,5,2,2,Co,Co,1,9,4,Cubic,,
216,616267,F -4 3 m,Be5 Fe,Be5,Be,5,2,2,Fe,Fe,1,8,4,Cubic,,
216,616395,F -4 3 m,Be5 Pt,Be5,Be,5,2,2,Pt,Pt,1,10,6,Cubic,,
216,619794,F -4 3 m,Dy11 Cd45,Dy11,Dy,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,619814,F -4 3 m,Er11 Cd45,Er11,Er,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,619914,F -4 3 m,Gd11 Cd45,Gd11,Gd,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,619992,F -4 3 m,Ho11 Cd45,Ho11,Ho,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,620121,F -4 3 m,Lu11 Cd45,Lu11,Lu,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,620186,F -4 3 m,Nd11 Cd44,Nd11,Nd,11,3,6,Cd44,Cd,44,12,5,Cubic,,
216,620280,F -4 3 m,Pr11 Cd45,Pr11,Pr,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,620504,F -4 3 m,Tb11 Cd45,Tb11,Tb,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,620579,F -4 3 m,Tm11 Cd45,Tm11,Tm,11,3,6,Cd45,Cd,45,12,5,Cubic,,
216,620593,F -4 3 m,Y11 Cd45,Y11,Y,11,3,5,Cd45,Cd,45,12,5,Cubic,,
216,621339,F -4 3 m,Ce11 Hg45,Ce11,Ce,11,3,6,Hg45,Hg,45,12,6,Cubic,,
216,621401,F -4 3 m,Ce Ir5,Ce,Ce,1,3,6,Ir5,Ir,5,9,6,Cubic,,
216,627126,F -4 3 m,Dy Cu5,Dy,Dy,1,3,6,Cu5,Cu,5,11,4,Cubic,,
216,627207,F -4 3 m,Er Cu5,Er,Er,1,3,6,Cu5,Cu,5,11,4,Cubic,,
216,627590,F -4 3 m,Gd Cu5,Gd,Gd,1,3,6,Cu5,Cu,5,11,4,Cubic,,
216,628786,F -4 3 m,Cu1.6 S,Cu1.6,Cu,1.6,11,4,S,S,1,16,3,Cubic,,
216,629316,F -4 3 m,Tb Cu5,Tb,Tb,1,3,6,Cu5,Cu,5,11,4,Cubic,,
216,629330,F -4 3 m,Cu3.6 Te2,Cu3.6,Cu,3.6,11,4,Te2,Te,2,16,5,Cubic,,
216,629421,F -4 3 m,U Cu5,U,U,1,3,7,Cu5,Cu,5,11,4,Cubic,,
216,634142,F -4 3 m,Fe9.71 Zn41.29,Fe9.71,Fe,9.71,8,4,Zn41.29,Zn,41.29,12,4,Cubic,,
216,635359,F -4 3 m,Ga0.67 Se,Ga0.67,Ga,0.67,13,4,Se,Se,1,16,4,Cubic,,
216,635812,F -4 3 m,Gd11 Hg45,Gd11,Gd,11,3,6,Hg45,Hg,45,12,6,Cubic,,
216,639071,F -4 3 m,Hg45 La11,Hg45,Hg,45,12,6,La11,La,11,3,6,Cubic,,
216,639117,F -4 3 m,Hg45 Nd11,Hg45,Hg,45,12,6,Nd11,Nd,11,3,6,Cubic,,
216,639146,F -4 3 m,Hg45 Pr11,Hg45,Hg,45,12,6,Pr11,Pr,11,3,6,Cubic,,
216,639156,F -4 3 m,Hg41.29 Pu9.71,Hg41.29,Hg,41.29,12,6,Pu9.71,Pu,9.71,3,7,Cubic,,
216,639210,F -4 3 m,Hg45 Sm11,Hg45,Hg,45,12,6,Sm11,Sm,11,3,6,Cubic,,
216,639293,F -4 3 m,Hg45 U11,Hg45,Hg,45,12,6,U11,U,11,3,7,Cubic,,
216,640969,F -4 3 m,Ir7 Sc44,Ir7,Ir,7,9,6,Sc44,Sc,44,3,4,Cubic,,
216,641351,F -4 3 m,K3 Sb,K3,K,3,1,4,Sb,Sb,1,15,5,Cubic,,
216,642371,F -4 3 m,Li16.65 Si5,Li16.65,Li,16.65,1,2,Si5,Si,5,14,3,Cubic,,
216,647005,F -4 3 m,U Ni5,U,U,1,3,7,Ni5,Ni,5,10,4,Cubic,,
216,647078,F -4 3 m,Ni2 Y,Ni2,Ni,2,10,4,Y,Y,1,3,5,Cubic,,
216,647156,F -4 3 m,Ni5 Zr,Ni5,Ni,5,10,4,Zr,Zr,1,4,5,Cubic,,
216,647683,F -4 3 m,Zn O,Zn,Zn,1,12,4,O,O,1,16,2,Cubic,,
216,648239,F -4 3 m,Tl P3,Tl,Tl,1,13,6,P3,P,3,15,3,Cubic,,
216,648334,F -4 3 m,Pa Pt5,Pa,Pa,1,3,7,Pt5,Pt,5,10,6,Cubic,,
216,648990,F -4 3 m,Pd4 Te,Pd4,Pd,4,10,5,Te,Te,1,16,5,Cubic,,
216,649007,F -4 3 m,Pd17 Te4,Pd17,Pd,17,10,5,Te4,Te,4,16,5,Cubic,,
216,649510,F -4 3 m,Pu Pt5,Pu,Pu,1,3,7,Pt5,Pt,5,10,6,Cubic,,
216,649803,F -4 3 m,U Pt5,U,U,1,3,7,Pt5,Pt,5,10,6,Cubic,,
216,54305,F -4 3 m,Ni2 Y0.95,Ni2,Ni,2,10,4,Y0.95,Y,0.95,3,5,Cubic,,
216,150186,F -4 3 m,Mo1.143 Zn23.353,Mo1.143,Mo,1.143,6,5,Zn23.353,Zn,23.353,12,4,Cubic,,
216,150940,F -4 3 m,Ni5 Hf,Ni5,Ni,5,10,4,Hf,Hf,1,4,6,Cubic,,
216,154453,F -4 3 m,Ce0.9725 Ni2,Ce0.9725,Ce,0.9725,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154454,F -4 3 m,Ce0.963 Ni2,Ce0.963,Ce,0.963,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154455,F -4 3 m,Ce0.925 Ni2,Ce0.925,Ce,0.925,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154457,F -4 3 m,Gd0.97 Ni2,Gd0.97,Gd,0.97,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154458,F -4 3 m,Gd0.973 Ni2,Gd0.973,Gd,0.973,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154460,F -4 3 m,Tb0.97 Ni2,Tb0.97,Tb,0.97,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154461,F -4 3 m,Tb0.96 Ni2,Tb0.96,Tb,0.96,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154462,F -4 3 m,Tb0.95 Ni2,Tb0.95,Tb,0.95,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154463,F -4 3 m,Pr0.945 Ni2,Pr0.945,Pr,0.945,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154464,F -4 3 m,Nd0.947 Ni2,Nd0.947,Nd,0.947,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154465,F -4 3 m,Sm0.937 Ni2,Sm0.937,Sm,0.937,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154466,F -4 3 m,Dy0.957 Ni2,Dy0.957,Dy,0.957,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154467,F -4 3 m,Ho0.963 Ni2,Ho0.963,Ho,0.963,3,6,Ni2,Ni,2,10,4,Cubic,,
216,154468,F -4 3 m,Er0.98 Ni2,Er0.98,Er,0.98,3,6,Ni2,Ni,2,10,4,Cubic,,
216,163192,F -4 3 m,Mg6.348 Pd0.985,Mg6.348,Mg,6.348,2,3,Pd0.985,Pd,0.985,10,5,Cubic,,
216,163197,F -4 3 m,Mg6.33 Ni,Mg6.33,Mg,6.33,2,3,Ni,Ni,1,10,4,Cubic,,
216,163437,F -4 3 m,Cu0.952 I,Cu0.952,Cu,0.952,11,4,I,I,1,17,5,Cubic,,
216,163438,F -4 3 m,Cu0.956 I,Cu0.956,Cu,0.956,11,4,I,I,1,17,5,Cubic,,
216,163439,F -4 3 m,Cu0.954 I,Cu0.954,Cu,0.954,11,4,I,I,1,17,5,Cubic,,
216,163440,F -4 3 m,Cu0.931 I,Cu0.931,Cu,0.931,11,4,I,I,1,17,5,Cubic,,
216,163441,F -4 3 m,Cu0.935 I,Cu0.935,Cu,0.935,11,4,I,I,1,17,5,Cubic,,
216,163442,F -4 3 m,Cu0.94 I,Cu0.94,Cu,0.94,11,4,I,I,1,17,5,Cubic,,
216,167182,F -4 3 m,Tm Ni2,Tm,Tm,1,3,6,Ni2,Ni,2,10,4,Cubic,,
216,188293,F -4 3 m,Cd5.8748 Ni1.0347,Cd5.8748,Cd,5.8748,12,5,Ni1.0347,Ni,1.0347,10,4,Cubic,,
216,188294,F -4 3 m,Cd5.9161 Ni0.9556,Cd5.9161,Cd,5.9161,12,5,Ni0.9556,Ni,0.9556,10,4,Cubic,,
216,188295,F -4 3 m,Cd5.9257 Ni0.9466,Cd5.9257,Cd,5.9257,12,5,Ni0.9466,Ni,0.9466,10,4,Cubic,,
216,188296,F -4 3 m,Cd5.9388 Ni0.935,Cd5.9388,Cd,5.9388,12,5,Ni0.935,Ni,0.935,10,4,Cubic,,
216,107215,F -4 3 m,Li17.05 Sn4,Li17.05,Li,17.05,1,2,Sn4,Sn,4,14,5,Cubic,,
216,107216,F -4 3 m,Li17 Pb4,Li17,Li,17,1,2,Pb4,Pb,4,14,6,Cubic,,
216,55515,F -4 3 m,Mg29 Ir4,Mg29,Mg,29,2,3,Ir4,Ir,4,9,6,Cubic,,
216,260341,F -4 3 m,Al282.23 Ta161.77,Al282.23,Al,282.23,13,3,Ta161.77,Ta,161.77,5,6,Cubic,,
216,424887,F -4 3 m,Ba20 Hg103,Ba20,Ba,20,2,6,Hg103,Hg,103,12,6,Cubic,,
216,426729,F -4 3 m,Cr5.84 Zn94.85,Cr5.84,Cr,5.84,6,4,Zn94.85,Zn,94.85,12,4,Cubic,,
216,426730,F -4 3 m,Cr5.56 Zn94.36,Cr5.56,Cr,5.56,6,4,Zn94.36,Zn,94.36,12,4,Cubic,,
216,426731,F -4 3 m,Cr5 Zn94.89,Cr5,Cr,5,6,4,Zn94.89,Zn,94.89,12,4,Cubic,,
216,427232,F -4 3 m,Li17 Ge4,Li17,Li,17,1,2,Ge4,Ge,4,14,4,Cubic,,
216,5213,F -4 3 m,B1.1 N0.9,B1.1,B,1.1,13,2,N0.9,N,0.9,15,2,Cubic,,
216,425779,F -4 3 m,Li17 Si4,Li17,Li,17,1,2,Si4,Si,4,14,3,Cubic,,
217,214,I -4 3 m,S F6,S,S,1,16,3,F6,F,6,17,2,Cubic,,
217,913,I -4 3 m,Al8 V5,Al8,Al,8,13,3,V5,V,5,5,4,Cubic,,
217,2092,I -4 3 m,Cu5 Zn8,Cu5,Cu,5,11,4,Zn8,Zn,8,12,4,Cubic,,
217,2093,I -4 3 m,Cu5.25 Cd7.75,Cu5.25,Cu,5.25,11,4,Cd7.75,Cd,7.75,12,5,Cubic,,
217,2094,I -4 3 m,Fe3 Zn10,Fe3,Fe,3,8,4,Zn10,Zn,10,12,4,Cubic,,
217,9888,I -4 3 m,U2 F9,U2,U,2,3,7,F9,F,9,17,2,Cubic,,
217,14122,I -4 3 m,Si F4,Si,Si,1,14,3,F4,F,4,17,2,Cubic,,
217,23607,I -4 3 m,Al12 Mg17,Al12,Al,12,13,3,Mg17,Mg,17,2,3,Cubic,,
217,28387,I -4 3 m,Ta2 O,Ta2,Ta,2,5,6,O,O,1,16,2,Cubic,,
217,32053,I -4 3 m,Pd16 S7,Pd16,Pd,16,10,5,S7,S,7,16,3,Cubic,,
217,86130,I -4 3 m,Mn H0.0703,Mn,Mn,1,7,4,H0.0703,H,0.0703,1,1,Cubic,,
217,202558,I -4 3 m,Ge F4,Ge,Ge,1,14,4,F4,F,4,17,2,Cubic,,
217,58312,I -4 3 m,Ag4 Li9,Ag4,Ag,4,11,5,Li9,Li,9,1,2,Cubic,,
217,58389,I -4 3 m,Ag5 Zn8,Ag5,Ag,5,11,5,Zn8,Zn,8,12,4,Cubic,,
217,58903,I -4 3 m,Ca3 Hg,Ca3,Ca,3,2,4,Hg,Hg,1,12,6,Cubic,,
217,58957,I -4 3 m,Cd8 Cu5,Cd8,Cd,8,12,5,Cu5,Cu,5,11,4,Cubic,,
217,102055,I -4 3 m,Cd5.1 Pt,Cd5.1,Cd,5.1,12,5,Pt,Pt,1,10,6,Cubic,,
217,103708,I -4 3 m,Fe4 Zn9,Fe4,Fe,4,8,4,Zn9,Zn,9,12,4,Cubic,,
217,104605,I -4 3 m,Ir2 Zn11,Ir2,Ir,2,9,6,Zn11,Zn,11,12,4,Cubic,,
217,104654,I -4 3 m,Al8 Cr5,Al8,Al,8,13,3,Cr5,Cr,5,6,4,Cubic,,
217,104888,I -4 3 m,Mg24 Tm5,Mg24,Mg,24,2,3,Tm5,Tm,5,3,6,Cubic,,
217,104892,I -4 3 m,Mg24.25 Y4.75,Mg24.25,Mg,24.25,2,3,Y4.75,Y,4.75,3,5,Cubic,,
217,105475,I -4 3 m,Ni2 Zn11,Ni2,Ni,2,10,4,Zn11,Zn,11,12,4,Cubic,,
217,105756,I -4 3 m,Pd3 Zn10,Pd3,Pd,3,10,5,Zn10,Zn,10,12,4,Cubic,,
217,105891,I -4 3 m,Re24 Sc5,Re24,Re,24,7,6,Sc5,Sc,5,3,4,Cubic,,
217,281757,I -4 3 m,Ga4 Se8,Ga4,Ga,4,13,4,Se8,Se,8,16,4,Cubic,,
217,410090,I -4 3 m,K10 Pb48,K10,K,10,1,4,Pb48,Pb,48,14,6,Cubic,,
217,604897,I -4 3 m,Ag5 Cd8,Ag5,Ag,5,11,5,Cd8,Cd,8,12,5,Cubic,,
217,608396,I -4 3 m,Mg0.45 Al0.55,Mg0.45,Mg,0.45,2,3,Al0.55,Al,0.55,13,3,Cubic,,
217,608398,I -4 3 m,Mg0.59 Al0.41,Mg0.59,Mg,0.59,2,3,Al0.41,Al,0.41,13,3,Cubic,,
217,608411,I -4 3 m,Mg0.63 Al0.37,Mg0.63,Mg,0.63,2,3,Al0.37,Al,0.37,13,3,Cubic,,
217,609177,I -4 3 m,Pu Al,Pu,Pu,1,3,7,Al,Al,1,13,3,Cubic,,
217,609200,I -4 3 m,Re24 Al5,Re24,Re,24,7,6,Al5,Al,5,13,3,Cubic,,
217,609426,I -4 3 m,Ta17 Al12,Ta17,Ta,17,5,6,Al12,Al,12,13,3,Cubic,,
217,611679,I -4 3 m,Au5 Cd8,Au5,Au,5,11,6,Cd8,Cd,8,12,5,Cubic,,
217,612317,I -4 3 m,Au10 Si3,Au10,Au,10,11,6,Si3,Si,3,14,3,Cubic,,
217,612355,I -4 3 m,Au4 Sn9,Au4,Au,4,11,6,Sn9,Sn,9,14,5,Cubic,,
217,615966,I -4 3 m,Ba Mn28,Ba,Ba,1,2,6,Mn28,Mn,28,7,4,Cubic,,
217,616408,I -4 3 m,Be10 Ru3,Be10,Be,10,2,2,Ru3,Ru,3,8,5,Cubic,,
217,618255,I -4 3 m,Mn C0.07,Mn,Mn,1,7,4,C0.07,C,0.07,14,2,Cubic,,
217,619408,I -4 3 m,Ca Mn28,Ca,Ca,1,2,4,Mn28,Mn,28,7,4,Cubic,,
217,629453,I -4 3 m,Zn8 Cu5,Zn8,Zn,8,12,4,Cu5,Cu,5,11,4,Cubic,,
217,629909,I -4 3 m,Dy5 Mg24,Dy5,Dy,5,3,6,Mg24,Mg,24,2,3,Cubic,,
217,630746,I -4 3 m,Er5 Mg24,Er5,Er,5,3,6,Mg24,Mg,24,2,3,Cubic,,
217,634608,I -4 3 m,Mn8 Ga5,Mn8,Mn,8,7,4,Ga5,Ga,5,13,4,Cubic,,
217,634858,I -4 3 m,Ni2.6 Ga10.4,Ni2.6,Ni,2.6,10,4,Ga10.4,Ga,10.4,13,4,Cubic,,
217,635611,I -4 3 m,V6 Ga7,V6,V,6,5,4,Ga7,Ga,7,13,4,Cubic,,
217,635621,I -4 3 m,V Ga,V,V,1,5,4,Ga,Ga,1,13,4,Cubic,,
217,638804,I -4 3 m,Hf0.17 Re0.83,Hf0.17,Hf,0.17,4,6,Re0.83,Re,0.83,7,6,Cubic,,
217,639380,I -4 3 m,Ho5 Mg24,Ho5,Ho,5,3,6,Mg24,Mg,24,2,3,Cubic,,
217,639949,I -4 3 m,Mn3 In,Mn3,Mn,3,7,4,In,In,1,13,5,Cubic,,
217,640115,I -4 3 m,In9.11 Ni3.89,In9.11,In,9.11,13,5,Ni3.89,Ni,3.89,10,4,Cubic,,
217,640230,I -4 3 m,Pd In3,Pd,Pd,1,10,5,In3,In,3,13,5,Cubic,,
217,640240,I -4 3 m,In3 Pd,In3,In,3,13,5,Pd,Pd,1,10,5,Cubic,,
217,642418,I -4 3 m,Lu0.17 Mg0.83,Lu0.17,Lu,0.17,3,6,Mg0.83,Mg,0.83,2,3,Cubic,,
217,642874,I -4 3 m,Tb5 Mg24,Tb5,Tb,5,3,6,Mg24,Mg,24,2,3,Cubic,,
217,642900,I -4 3 m,Y5 Mg24,Y5,Y,5,3,5,Mg24,Mg,24,2,3,Cubic,,
217,643923,I -4 3 m,Mn56 Yb2,Mn56,Mn,56,7,4,Yb2,Yb,2,3,6,Cubic,,
217,644189,I -4 3 m,Re0.75 Mo0.25,Re0.75,Re,0.75,7,6,Mo0.25,Mo,0.25,6,5,Cubic,,
217,644198,I -4 3 m,Re0.8 Mo0.2,Re0.8,Re,0.8,7,6,Mo0.2,Mo,0.2,6,5,Cubic,,
217,645148,I -4 3 m,Nb0.5 Os0.5,Nb0.5,Nb,0.5,5,5,Os0.5,Os,0.5,8,6,Cubic,,
217,645153,I -4 3 m,Nb Os,Nb,Nb,1,5,5,Os,Os,1,8,6,Cubic,,
217,645154,I -4 3 m,Nb0.45 Os0.55,Nb0.45,Nb,0.45,5,5,Os0.55,Os,0.55,8,6,Cubic,,
217,645158,I -4 3 m,Nb0.33 Os0.67,Nb0.33,Nb,0.33,5,5,Os0.67,Os,0.67,8,6,Cubic,,
217,645160,I -4 3 m,Nb0.4 Os0.6,Nb0.4,Nb,0.4,5,5,Os0.6,Os,0.6,8,6,Cubic,,
217,645243,I -4 3 m,Re0.6 Nb0.4,Re0.6,Re,0.6,7,6,Nb0.4,Nb,0.4,5,5,Cubic,,
217,645246,I -4 3 m,Re0.75 Nb0.25,Re0.75,Re,0.75,7,6,Nb0.25,Nb,0.25,5,5,Cubic,,
217,645248,I -4 3 m,Re0.8 Nb0.2,Re0.8,Re,0.8,7,6,Nb0.2,Nb,0.2,5,5,Cubic,,
217,645519,I -4 3 m,Tc0.875 Nb0.125,Tc0.875,Tc,0.875,7,5,Nb0.125,Nb,0.125,5,5,Cubic,,
217,645521,I -4 3 m,Tc0.75 Nb0.25,Tc0.75,Tc,0.75,7,5,Nb0.25,Nb,0.25,5,5,Cubic,,
217,645524,I -4 3 m,Tc0.85 Nb0.15,Tc0.85,Tc,0.85,7,5,Nb0.15,Nb,0.15,5,5,Cubic,,
217,650176,I -4 3 m,Re0.83 Ti0.17,Re0.83,Re,0.83,7,6,Ti0.17,Ti,0.17,4,4,Cubic,,
217,650177,I -4 3 m,Re24 Ti5,Re24,Re,24,7,6,Ti5,Ti,5,4,4,Cubic,,
217,650205,I -4 3 m,Re24 Zr5,Re24,Re,24,7,6,Zr5,Zr,5,4,5,Cubic,,
